Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Sector1Time,Sector2Time,Sector3Time
ZHO,23.0,87.285,HARD,15.0,2.0,28.295,30.1,28.89
ZHO,24.0,87.153,HARD,16.0,2.0,28.236,30.034,28.883
ZHO,25.0,87.028,HARD,17.0,2.0,28.099,29.997,28.932
ZHO,26.0,87.164,HARD,18.0,2.0,28.167,30.017,28.98
ZHO,27.0,87.348,HARD,19.0,2.0,28.22,30.206,28.922
ZHO,28.0,87.858,HARD,20.0,2.0,28.358,30.492,29.008
ZHO,29.0,87.356,HARD,21.0,2.0,28.267,30.155,28.934
ZHO,30.0,87.442,HARD,22.0,2.0,28.302,30.279,28.861
ZHO,31.0,87.683,HARD,23.0,2.0,28.211,30.48,28.992
ZHO,32.0,87.82,HARD,24.0,2.0,28.341,30.496,28.983
ZHO,33.0,92.052,HARD,25.0,2.0,28.279,30.442,33.331
ZHO,35.0,85.983,MEDIUM,2.0,3.0,27.928,29.6,28.455
ZHO,36.0,86.935,MEDIUM,3.0,3.0,28.198,30.01,28.727
ZHO,37.0,86.7,MEDIUM,4.0,3.0,28.234,29.862,28.604
ZHO,38.0,86.503,MEDIUM,5.0,3.0,28.223,29.783,28.497
ZHO,39.0,86.473,MEDIUM,6.0,3.0,28.152,29.831,28.49
ZHO,40.0,86.406,MEDIUM,7.0,3.0,28.171,29.731,28.504
ZHO,41.0,86.6,MEDIUM,8.0,3.0,28.255,29.765,28.58
ZHO,42.0,86.671,MEDIUM,9.0,3.0,28.22,29.943,28.508
ZHO,43.0,86.288,MEDIUM,10.0,3.0,28.075,29.782,28.431
ZHO,44.0,86.313,MEDIUM,11.0,3.0,28.194,29.769,28.35
ZHO,45.0,86.461,MEDIUM,12.0,3.0,28.195,29.845,28.421
ZHO,46.0,86.134,MEDIUM,13.0,3.0,28.096,29.697,28.341
ZHO,47.0,86.305,MEDIUM,14.0,3.0,28.082,29.76,28.463
ZHO,48.0,86.448,MEDIUM,15.0,3.0,28.102,29.781,28.565
ZHO,49.0,88.825,MEDIUM,16.0,3.0,27.755,31.747,29.323
ZHO,50.0,86.768,MEDIUM,17.0,3.0,28.313,29.952,28.503
HUL,2.0,87.92,MEDIUM,5.0,1.0,28.659,30.195,29.066
HUL,3.0,87.36,MEDIUM,6.0,1.0,28.522,30.018,28.82
HUL,4.0,87.2,MEDIUM,7.0,1.0,28.353,30.179,28.668
HUL,5.0,87.035,MEDIUM,8.0,1.0,28.304,29.951,28.78
HUL,6.0,87.169,MEDIUM,9.0,1.0,28.369,29.99,28.81
HUL,7.0,87.465,MEDIUM,10.0,1.0,28.474,30.088,28.903
HUL,8.0,88.059,MEDIUM,11.0,1.0,28.665,30.421,28.973
HUL,9.0,87.481,MEDIUM,12.0,1.0,28.412,30.067,29.002
HUL,10.0,87.563,MEDIUM,13.0,1.0,28.453,30.17,28.94
HUL,11.0,88.055,MEDIUM,14.0,1.0,28.668,30.428,28.959
HUL,12.0,89.091,MEDIUM,15.0,1.0,29.194,30.785,29.112
HUL,13.0,88.009,MEDIUM,16.0,1.0,28.418,30.638,28.953
HUL,14.0,92.658,MEDIUM,17.0,1.0,28.583,31.022,33.053
HUL,16.0,86.99,HARD,7.0,2.0,28.381,29.965,28.644
HUL,17.0,86.988,HARD,8.0,2.0,28.315,29.968,28.705
HUL,18.0,87.294,HARD,9.0,2.0,28.432,30.085,28.777
HUL,19.0,87.312,HARD,10.0,2.0,28.491,30.078,28.743
HUL,20.0,87.078,HARD,11.0,2.0,28.437,29.93,28.711
HUL,21.0,87.161,HARD,12.0,2.0,28.445,29.983,28.733
HUL,22.0,87.074,HARD,13.0,2.0,28.383,30.088,28.603
HUL,23.0,87.29,HARD,14.0,2.0,28.497,30.184,28.609
HUL,24.0,87.143,HARD,15.0,2.0,28.32,30.111,28.712
HUL,25.0,87.229,HARD,16.0,2.0,28.362,30.216,28.651
HUL,26.0,87.344,HARD,17.0,2.0,28.518,30.161,28.665
HUL,27.0,87.08,HARD,18.0,2.0,28.425,29.874,28.781
HUL,28.0,87.6,HARD,19.0,2.0,28.478,30.261,28.861
HUL,29.0,87.466,HARD,20.0,2.0,28.456,30.06,28.95
HUL,30.0,87.775,HARD,21.0,2.0,28.736,30.201,28.838
HUL,31.0,87.547,HARD,22.0,2.0,28.462,30.232,28.853
HUL,32.0,87.976,HARD,23.0,2.0,28.523,30.448,29.005
HUL,33.0,88.575,HARD,24.0,2.0,28.554,30.436,29.585
HUL,34.0,87.991,HARD,25.0,2.0,28.409,30.641,28.941
HUL,35.0,87.945,HARD,26.0,2.0,28.476,30.448,29.021
HUL,36.0,88.084,HARD,27.0,2.0,28.527,30.275,29.282
HUL,37.0,88.006,HARD,28.0,2.0,28.515,30.466,29.025
HUL,38.0,88.969,HARD,29.0,2.0,29.096,30.844,29.029
HUL,39.0,92.506,HARD,30.0,2.0,28.556,30.527,33.423
HUL,41.0,86.395,MEDIUM,5.0,3.0,28.215,29.637,28.543
HUL,42.0,86.102,MEDIUM,6.0,3.0,28.299,29.405,28.398
HUL,43.0,86.234,MEDIUM,7.0,3.0,28.341,29.487,28.406
HUL,44.0,86.459,MEDIUM,8.0,3.0,28.307,29.626,28.526
HUL,45.0,86.723,MEDIUM,9.0,3.0,28.329,29.675,28.719
HUL,46.0,86.645,MEDIUM,10.0,3.0,28.345,29.762,28.538
HUL,47.0,86.251,MEDIUM,11.0,3.0,28.251,29.531,28.469
HUL,48.0,86.359,MEDIUM,12.0,3.0,28.286,29.718,28.355
HUL,49.0,85.981,MEDIUM,13.0,3.0,28.367,29.43,28.184
HUL,50.0,85.894,MEDIUM,14.0,3.0,28.274,29.497,28.123
OCO,2.0,88.667,MEDIUM,2.0,1.0,28.747,30.479,29.441
OCO,3.0,87.822,MEDIUM,3.0,1.0,28.679,29.905,29.238
OCO,4.0,87.582,MEDIUM,4.0,1.0,28.339,30.071,29.172
OCO,5.0,87.385,MEDIUM,5.0,1.0,28.234,30.001,29.15
OCO,6.0,87.306,MEDIUM,6.0,1.0,28.228,30.062,29.016
OCO,7.0,87.117,MEDIUM,7.0,1.0,28.258,29.794,29.065
OCO,8.0,87.309,MEDIUM,8.0,1.0,28.19,29.948,29.171
OCO,9.0,87.396,MEDIUM,9.0,1.0,28.202,30.053,29.141
OCO,10.0,87.607,MEDIUM,10.0,1.0,28.372,30.045,29.19
OCO,11.0,87.738,MEDIUM,11.0,1.0,28.301,30.405,29.032
OCO,12.0,88.232,MEDIUM,12.0,1.0,28.571,30.347,29.314
OCO,13.0,87.855,MEDIUM,13.0,1.0,28.362,30.343,29.15
OCO,14.0,88.091,MEDIUM,14.0,1.0,28.417,30.356,29.318
OCO,15.0,88.197,MEDIUM,15.0,1.0,28.46,30.513,29.224
OCO,16.0,88.249,MEDIUM,16.0,1.0,28.678,30.517,29.054
OCO,17.0,88.111,MEDIUM,17.0,1.0,28.605,30.381,29.125
OCO,18.0,88.261,MEDIUM,18.0,1.0,28.629,30.459,29.173
OCO,19.0,88.216,MEDIUM,19.0,1.0,28.699,30.382,29.135
OCO,20.0,89.387,MEDIUM,20.0,1.0,29.677,30.625,29.085
OCO,21.0,88.489,MEDIUM,21.0,1.0,28.711,30.436,29.342
OCO,22.0,88.884,MEDIUM,22.0,1.0,28.762,30.7,29.422
OCO,23.0,89.474,MEDIUM,23.0,1.0,29.428,30.719,29.327
OCO,24.0,93.499,MEDIUM,24.0,1.0,28.594,30.657,34.248
OCO,26.0,87.158,HARD,5.0,2.0,28.335,29.913,28.91
OCO,27.0,87.119,HARD,6.0,2.0,28.322,29.933,28.864
OCO,28.0,87.19,HARD,7.0,2.0,28.381,30.046,28.763
OCO,29.0,87.35,HARD,8.0,2.0,28.439,30.125,28.786
OCO,30.0,87.308,HARD,9.0,2.0,28.472,30.064,28.772
OCO,31.0,87.208,HARD,10.0,2.0,28.424,29.972,28.812
OCO,32.0,87.119,HARD,11.0,2.0,28.426,29.892,28.801
OCO,33.0,86.963,HARD,12.0,2.0,28.305,29.946,28.712
OCO,34.0,87.626,HARD,13.0,2.0,28.494,30.238,28.894
OCO,35.0,87.441,HARD,14.0,2.0,28.604,30.054,28.783
OCO,36.0,87.476,HARD,15.0,2.0,28.527,30.087,28.862
OCO,37.0,87.429,HARD,16.0,2.0,28.474,30.165,28.79
OCO,38.0,87.079,HARD,17.0,2.0,28.461,29.89,28.728
NOR,2.0,87.575,MEDIUM,2.0,1.0,28.537,30.36,28.678
NOR,3.0,87.105,MEDIUM,3.0,1.0,28.693,29.848,28.564
NOR,4.0,87.069,MEDIUM,4.0,1.0,28.445,29.988,28.636
NOR,5.0,87.142,MEDIUM,5.0,1.0,28.562,29.982,28.598
NOR,6.0,86.796,MEDIUM,6.0,1.0,28.38,29.732,28.684
NOR,7.0,86.864,MEDIUM,7.0,1.0,28.36,29.946,28.558
NOR,8.0,86.628,MEDIUM,8.0,1.0,28.271,29.746,28.611
NOR,9.0,86.893,MEDIUM,9.0,1.0,28.208,29.983,28.702
NOR,10.0,86.965,MEDIUM,10.0,1.0,28.292,29.893,28.78
NOR,11.0,87.066,MEDIUM,11.0,1.0,28.224,30.155,28.687
NOR,12.0,87.438,MEDIUM,12.0,1.0,28.308,30.281,28.849
NOR,13.0,87.359,MEDIUM,13.0,1.0,28.176,30.425,28.758
NOR,14.0,87.478,MEDIUM,14.0,1.0,28.138,30.447,28.893
NOR,15.0,87.796,MEDIUM,15.0,1.0,28.418,30.509,28.869
NOR,16.0,87.199,MEDIUM,16.0,1.0,28.356,30.068,28.775
NOR,17.0,87.597,MEDIUM,17.0,1.0,28.582,30.325,28.69
NOR,18.0,87.272,MEDIUM,18.0,1.0,28.43,30.043,28.799
NOR,19.0,87.28,MEDIUM,19.0,1.0,28.451,30.143,28.686
NOR,20.0,87.716,MEDIUM,20.0,1.0,28.365,30.534,28.817
NOR,21.0,87.718,MEDIUM,21.0,1.0,28.489,30.385,28.844
NOR,22.0,91.647,MEDIUM,22.0,1.0,28.426,30.073,33.148
NOR,24.0,86.144,HARD,6.0,2.0,28.37,29.458,28.316
NOR,25.0,86.424,HARD,7.0,2.0,28.304,29.752,28.368
NOR,26.0,86.402,HARD,8.0,2.0,28.289,29.728,28.385
NOR,27.0,86.485,HARD,9.0,2.0,28.346,29.745,28.394
NOR,28.0,86.396,HARD,10.0,2.0,28.273,29.743,28.38
NOR,29.0,86.472,HARD,11.0,2.0,28.197,29.731,28.544
NOR,30.0,86.968,HARD,12.0,2.0,28.657,29.952,28.359
NOR,31.0,86.909,HARD,13.0,2.0,28.548,30.01,28.351
NOR,32.0,86.586,HARD,14.0,2.0,28.175,29.858,28.553
NOR,33.0,86.455,HARD,15.0,2.0,28.159,29.844,28.452
NOR,34.0,86.366,HARD,16.0,2.0,28.262,29.737,28.367
NOR,35.0,86.464,HARD,17.0,2.0,28.2,29.851,28.413
NOR,36.0,87.06,HARD,18.0,2.0,28.365,30.238,28.457
NOR,37.0,86.595,HARD,19.0,2.0,28.348,29.924,28.323
NOR,38.0,87.567,HARD,20.0,2.0,28.683,30.384,28.5
NOR,39.0,86.792,HARD,21.0,2.0,28.202,30.031,28.559
NOR,40.0,86.761,HARD,22.0,2.0,28.184,30.016,28.561
NOR,41.0,86.562,HARD,23.0,2.0,28.269,29.96,28.333
NOR,42.0,86.623,HARD,24.0,2.0,28.311,29.995,28.317
NOR,43.0,86.81,HARD,25.0,2.0,28.312,30.079,28.419
NOR,44.0,87.991,HARD,26.0,2.0,28.037,31.196,28.758
NOR,45.0,87.466,HARD,27.0,2.0,28.726,30.34,28.4
NOR,46.0,87.017,HARD,28.0,2.0,28.325,30.218,28.474
NOR,47.0,87.886,HARD,29.0,2.0,28.079,31.244,28.563
NOR,48.0,86.733,HARD,30.0,2.0,28.415,30.09,28.228
NOR,49.0,87.661,HARD,31.0,2.0,28.211,30.897,28.553
NOR,50.0,87.174,HARD,32.0,2.0,28.328,30.461,28.385
NOR,51.0,87.425,HARD,33.0,2.0,28.597,30.414,28.414
LAW,2.0,88.018,MEDIUM,5.0,1.0,28.272,30.618,29.128
LAW,3.0,87.657,MEDIUM,6.0,1.0,28.456,30.165,29.036
LAW,4.0,87.13,MEDIUM,7.0,1.0,28.037,30.226,28.867
LAW,5.0,87.205,MEDIUM,8.0,1.0,28.039,30.113,29.053
LAW,6.0,87.263,MEDIUM,9.0,1.0,28.028,30.065,29.17
LAW,7.0,87.154,MEDIUM,10.0,1.0,28.085,30.053,29.016
LAW,8.0,87.331,MEDIUM,11.0,1.0,28.178,29.982,29.171
LAW,9.0,87.506,MEDIUM,12.0,1.0,28.063,30.134,29.309
LAW,10.0,87.648,MEDIUM,13.0,1.0,28.176,30.205,29.267
LAW,11.0,87.892,MEDIUM,14.0,1.0,28.114,30.496,29.282
LAW,12.0,87.631,MEDIUM,15.0,1.0,28.18,30.397,29.054
LAW,13.0,92.053,MEDIUM,16.0,1.0,28.295,30.367,33.391
LAW,15.0,87.03,HARD,5.0,2.0,28.278,29.812,28.94
LAW,16.0,87.412,HARD,6.0,2.0,28.441,30.034,28.937
LAW,17.0,87.045,HARD,7.0,2.0,28.399,29.851,28.795
LAW,18.0,86.815,HARD,8.0,2.0,28.197,29.801,28.817
LAW,19.0,87.047,HARD,9.0,2.0,28.377,29.912,28.758
LAW,20.0,86.89,HARD,10.0,2.0,28.28,29.809,28.801
LAW,21.0,87.171,HARD,11.0,2.0,28.353,29.969,28.849
LAW,22.0,88.059,HARD,12.0,2.0,28.367,30.596,29.096
LAW,23.0,87.215,HARD,13.0,2.0,28.321,30.091,28.803
LAW,24.0,87.049,HARD,14.0,2.0,28.28,30.021,28.748
LAW,25.0,87.204,HARD,15.0,2.0,28.168,30.125,28.911
LAW,26.0,87.089,HARD,16.0,2.0,28.242,30.054,28.793
LAW,27.0,87.025,HARD,17.0,2.0,28.165,30.03,28.83
LAW,28.0,87.376,HARD,18.0,2.0,28.176,30.315,28.885
LAW,29.0,87.108,HARD,19.0,2.0,28.09,30.24,28.778
LAW,30.0,87.487,HARD,20.0,2.0,28.267,30.304,28.916
LAW,31.0,87.515,HARD,21.0,2.0,28.187,30.406,28.922
LAW,32.0,87.496,HARD,22.0,2.0,28.219,30.364,28.913
LAW,33.0,91.843,HARD,23.0,2.0,28.343,30.228,33.272
LAW,35.0,86.26,MEDIUM,5.0,3.0,28.105,29.568,28.587
LAW,36.0,86.384,MEDIUM,6.0,3.0,28.046,29.721,28.617
LAW,37.0,86.253,MEDIUM,7.0,3.0,28.028,29.648,28.577
LAW,38.0,86.103,MEDIUM,8.0,3.0,28.0,29.541,28.562
LAW,39.0,86.245,MEDIUM,9.0,3.0,27.782,29.912,28.551
LAW,40.0,86.273,MEDIUM,10.0,3.0,28.062,29.588,28.623
LAW,41.0,86.417,MEDIUM,11.0,3.0,28.202,29.637,28.578
LAW,42.0,86.121,MEDIUM,12.0,3.0,28.088,29.519,28.514
LAW,43.0,86.143,MEDIUM,13.0,3.0,28.053,29.632,28.458
LAW,44.0,85.842,MEDIUM,14.0,3.0,27.952,29.416,28.474
LAW,45.0,86.134,MEDIUM,15.0,3.0,28.056,29.694,28.384
LAW,46.0,86.018,MEDIUM,16.0,3.0,27.968,29.598,28.452
LAW,47.0,86.656,MEDIUM,17.0,3.0,28.444,29.78,28.432
LAW,48.0,86.098,MEDIUM,18.0,3.0,28.004,29.678,28.416
LAW,49.0,87.235,MEDIUM,19.0,3.0,28.069,30.529,28.637
LAW,50.0,86.436,MEDIUM,20.0,3.0,27.879,29.876,28.681
HAM,2.0,87.837,HARD,5.0,1.0,28.509,30.313,29.015
HAM,3.0,87.289,HARD,6.0,1.0,28.474,30.067,28.748
HAM,4.0,87.233,HARD,7.0,1.0,28.233,30.219,28.781
HAM,5.0,87.015,HARD,8.0,1.0,28.213,29.93,28.872
HAM,6.0,86.711,HARD,9.0,1.0,28.083,29.977,28.651
HAM,7.0,86.7,HARD,10.0,1.0,28.219,29.869,28.612
HAM,8.0,86.643,HARD,11.0,1.0,28.054,29.813,28.776
HAM,9.0,86.756,HARD,12.0,1.0,28.167,29.727,28.862
HAM,10.0,86.995,HARD,13.0,1.0,28.143,29.905,28.947
HAM,11.0,87.119,HARD,14.0,1.0,28.214,30.146,28.759
HAM,12.0,87.194,HARD,15.0,1.0,28.227,30.281,28.686
HAM,13.0,87.292,HARD,16.0,1.0,28.176,30.296,28.82
HAM,14.0,87.526,HARD,17.0,1.0,28.36,30.268,28.898
HAM,15.0,88.085,HARD,18.0,1.0,28.254,30.62,29.211
HAM,16.0,87.24,HARD,19.0,1.0,28.283,29.987,28.97
HAM,17.0,87.585,HARD,20.0,1.0,28.335,30.308,28.942
HAM,18.0,87.279,HARD,21.0,1.0,28.332,30.182,28.765
HAM,19.0,87.449,HARD,22.0,1.0,28.21,30.319,28.92
HAM,20.0,87.83,HARD,23.0,1.0,28.466,30.411,28.953
HAM,21.0,87.399,HARD,24.0,1.0,28.291,30.39,28.718
HAM,22.0,87.154,HARD,25.0,1.0,28.241,30.338,28.575
HAM,23.0,87.267,HARD,26.0,1.0,28.414,30.195,28.658
HAM,24.0,87.311,HARD,27.0,1.0,28.338,30.116,28.857
HAM,25.0,87.791,HARD,28.0,1.0,28.762,30.462,28.567
HAM,26.0,87.407,HARD,29.0,1.0,28.411,30.213,28.783
HAM,27.0,93.228,HARD,30.0,1.0,28.503,30.278,34.447
HAM,29.0,85.582,MEDIUM,2.0,2.0,27.731,29.45,28.401
HAM,30.0,86.34,MEDIUM,3.0,2.0,28.242,29.728,28.37
HAM,31.0,86.404,MEDIUM,4.0,2.0,28.28,29.678,28.446
HAM,32.0,86.62,MEDIUM,5.0,2.0,28.268,29.827,28.525
HAM,33.0,86.584,MEDIUM,6.0,2.0,28.317,29.769,28.498
HAM,34.0,86.236,MEDIUM,7.0,2.0,28.231,29.565,28.44
HAM,35.0,86.016,MEDIUM,8.0,2.0,28.2,29.528,28.288
HAM,36.0,86.205,MEDIUM,9.0,2.0,28.237,29.691,28.277
HAM,37.0,85.999,MEDIUM,10.0,2.0,28.165,29.626,28.208
HAM,38.0,86.274,MEDIUM,11.0,2.0,28.191,29.81,28.273
HAM,39.0,86.249,MEDIUM,12.0,2.0,28.2,29.837,28.212
HAM,40.0,86.658,MEDIUM,13.0,2.0,27.835,30.525,28.298
HAM,41.0,87.501,MEDIUM,14.0,2.0,28.084,31.028,28.389
HAM,42.0,86.216,MEDIUM,15.0,2.0,28.303,29.7,28.213
HAM,43.0,86.093,MEDIUM,16.0,2.0,28.191,29.702,28.2
HAM,44.0,87.152,MEDIUM,17.0,2.0,28.286,29.995,28.871
HAM,45.0,86.333,MEDIUM,18.0,2.0,28.007,29.815,28.511
HAM,46.0,87.193,MEDIUM,19.0,2.0,28.313,30.328,28.552
HAM,47.0,86.12,MEDIUM,20.0,2.0,28.422,29.673,28.025
HAM,48.0,85.815,MEDIUM,21.0,2.0,28.115,29.489,28.211
HAM,49.0,85.888,MEDIUM,22.0,2.0,28.298,29.417,28.173
HAM,50.0,85.927,MEDIUM,23.0,2.0,28.164,29.526,28.237
HAM,51.0,86.093,MEDIUM,24.0,2.0,28.147,29.595,28.351
SAI,2.0,86.006,MEDIUM,2.0,1.0,28.266,29.312,28.428
SAI,3.0,85.976,MEDIUM,3.0,1.0,28.262,29.365,28.349
SAI,4.0,86.067,MEDIUM,4.0,1.0,28.388,29.335,28.344
SAI,5.0,86.423,MEDIUM,5.0,1.0,28.308,29.622,28.493
SAI,6.0,86.615,MEDIUM,6.0,1.0,28.554,29.662,28.399
SAI,7.0,86.358,MEDIUM,7.0,1.0,28.328,29.672,28.358
SAI,8.0,86.224,MEDIUM,8.0,1.0,28.208,29.541,28.475
SAI,9.0,86.476,MEDIUM,9.0,1.0,28.244,29.82,28.412
SAI,10.0,86.511,MEDIUM,10.0,1.0,28.397,29.672,28.442
SAI,11.0,86.691,MEDIUM,11.0,1.0,28.401,29.892,28.398
SAI,12.0,86.408,MEDIUM,12.0,1.0,28.24,29.744,28.424
SAI,13.0,86.887,MEDIUM,13.0,1.0,28.437,29.961,28.489
SAI,14.0,86.972,MEDIUM,14.0,1.0,28.356,30.156,28.46
SAI,15.0,88.219,MEDIUM,15.0,1.0,28.562,31.139,28.518
SAI,16.0,87.323,MEDIUM,16.0,1.0,28.387,30.36,28.576
SAI,17.0,87.721,MEDIUM,17.0,1.0,28.46,30.585,28.676
SAI,18.0,87.512,MEDIUM,18.0,1.0,28.306,30.501,28.705
SAI,19.0,91.912,MEDIUM,19.0,1.0,28.301,30.548,33.063
SAI,21.0,86.146,HARD,2.0,2.0,28.249,29.705,28.192
SAI,22.0,85.558,HARD,3.0,2.0,28.19,29.222,28.146
SAI,23.0,85.793,HARD,4.0,2.0,28.14,29.449,28.204
SAI,24.0,85.902,HARD,5.0,2.0,28.144,29.514,28.244
SAI,25.0,86.005,HARD,6.0,2.0,28.139,29.643,28.223
SAI,26.0,85.836,HARD,7.0,2.0,28.117,29.485,28.234
SAI,27.0,86.165,HARD,8.0,2.0,28.108,29.483,28.574
SAI,28.0,85.77,HARD,9.0,2.0,28.081,29.476,28.213
SAI,29.0,85.72,HARD,10.0,2.0,28.136,29.455,28.129
SAI,30.0,85.501,HARD,11.0,2.0,28.096,29.328,28.077
SAI,31.0,85.718,HARD,12.0,2.0,28.057,29.589,28.072
SAI,32.0,85.896,HARD,13.0,2.0,28.076,29.523,28.297
SAI,33.0,85.926,HARD,14.0,2.0,28.054,29.676,28.196
SAI,34.0,86.126,HARD,15.0,2.0,28.149,29.656,28.321
SAI,35.0,85.789,HARD,16.0,2.0,28.037,29.62,28.132
SAI,36.0,86.011,HARD,17.0,2.0,28.106,29.731,28.174
SAI,37.0,85.886,HARD,18.0,2.0,27.998,29.719,28.169
SAI,38.0,85.705,HARD,19.0,2.0,27.936,29.713,28.056
SAI,39.0,85.924,HARD,20.0,2.0,28.052,29.689,28.183
SAI,40.0,86.122,HARD,21.0,2.0,28.028,29.753,28.341
SAI,41.0,86.738,HARD,22.0,2.0,28.166,30.232,28.34
SAI,42.0,86.479,HARD,23.0,2.0,28.098,30.098,28.283
SAI,43.0,86.589,HARD,24.0,2.0,28.243,30.069,28.277
SAI,44.0,86.43,HARD,25.0,2.0,28.333,29.839,28.258
SAI,45.0,86.632,HARD,26.0,2.0,28.283,30.144,28.205
SAI,46.0,87.303,HARD,27.0,2.0,28.538,30.435,28.33
SAI,47.0,87.096,HARD,28.0,2.0,28.583,30.233,28.28
SAI,48.0,86.8,HARD,29.0,2.0,28.366,30.083,28.351
SAI,49.0,86.77,HARD,30.0,2.0,28.303,30.127,28.34
SAI,50.0,86.776,HARD,31.0,2.0,28.355,30.212,28.209
SAI,51.0,87.044,HARD,32.0,2.0,28.18,30.383,28.481
RUS,2.0,86.686,MEDIUM,2.0,1.0,28.274,29.786,28.626
RUS,3.0,86.176,MEDIUM,3.0,1.0,28.187,29.427,28.562
RUS,4.0,86.178,MEDIUM,4.0,1.0,28.205,29.617,28.356
RUS,5.0,86.249,MEDIUM,5.0,1.0,28.172,29.656,28.421
RUS,6.0,86.515,MEDIUM,6.0,1.0,28.302,29.707,28.506
RUS,7.0,86.515,MEDIUM,7.0,1.0,28.234,29.826,28.455
RUS,8.0,86.594,MEDIUM,8.0,1.0,28.119,29.915,28.56
RUS,9.0,86.71,MEDIUM,9.0,1.0,28.433,29.741,28.536
RUS,10.0,86.655,MEDIUM,10.0,1.0,28.267,29.753,28.635
RUS,11.0,87.186,MEDIUM,11.0,1.0,28.33,30.182,28.674
RUS,12.0,87.044,MEDIUM,12.0,1.0,28.31,30.143,28.591
RUS,13.0,86.962,MEDIUM,13.0,1.0,28.313,30.16,28.489
RUS,14.0,87.285,MEDIUM,14.0,1.0,28.618,30.244,28.423
RUS,15.0,87.005,MEDIUM,15.0,1.0,28.352,30.155,28.498
RUS,16.0,87.976,MEDIUM,16.0,1.0,28.483,30.822,28.671
RUS,17.0,87.055,MEDIUM,17.0,1.0,28.502,30.069,28.484
RUS,18.0,87.383,MEDIUM,18.0,1.0,28.386,30.34,28.657
RUS,19.0,91.885,MEDIUM,19.0,1.0,28.583,30.368,32.934
RUS,21.0,86.456,HARD,5.0,2.0,28.308,29.601,28.547
RUS,22.0,86.715,HARD,6.0,2.0,28.253,29.891,28.571
RUS,23.0,86.605,HARD,7.0,2.0,28.145,29.888,28.572
RUS,24.0,86.671,HARD,8.0,2.0,28.215,29.873,28.583
RUS,25.0,86.32,HARD,9.0,2.0,28.213,29.64,28.467
RUS,26.0,86.41,HARD,10.0,2.0,28.264,29.755,28.391
RUS,27.0,86.184,HARD,11.0,2.0,28.172,29.571,28.441
RUS,28.0,86.284,HARD,12.0,2.0,28.272,29.674,28.338
RUS,29.0,86.14,HARD,13.0,2.0,28.321,29.54,28.279
RUS,30.0,85.966,HARD,14.0,2.0,28.299,29.436,28.231
RUS,31.0,86.148,HARD,15.0,2.0,28.212,29.697,28.239
RUS,32.0,86.059,HARD,16.0,2.0,28.168,29.632,28.259
RUS,33.0,86.161,HARD,17.0,2.0,28.213,29.716,28.232
RUS,34.0,86.119,HARD,18.0,2.0,28.165,29.718,28.236
RUS,35.0,86.189,HARD,19.0,2.0,28.084,29.754,28.351
RUS,36.0,86.371,HARD,20.0,2.0,28.235,29.902,28.234
RUS,37.0,85.997,HARD,21.0,2.0,28.056,29.721,28.22
RUS,38.0,85.847,HARD,22.0,2.0,28.065,29.545,28.237
RUS,39.0,86.21,HARD,23.0,2.0,28.155,29.808,28.247
RUS,40.0,86.244,HARD,24.0,2.0,28.212,29.804,28.228
RUS,41.0,86.614,HARD,25.0,2.0,28.244,29.955,28.415
RUS,42.0,86.335,HARD,26.0,2.0,28.23,29.751,28.354
RUS,43.0,86.426,HARD,27.0,2.0,28.248,29.841,28.337
RUS,44.0,86.336,HARD,28.0,2.0,28.274,29.817,28.245
RUS,45.0,86.394,HARD,29.0,2.0,28.146,29.972,28.276
RUS,46.0,86.458,HARD,30.0,2.0,28.181,29.94,28.337
RUS,47.0,86.64,HARD,31.0,2.0,28.178,30.067,28.395
RUS,48.0,86.287,HARD,32.0,2.0,28.13,29.77,28.387
RUS,49.0,86.375,HARD,33.0,2.0,28.077,29.921,28.377
RUS,50.0,86.874,HARD,34.0,2.0,28.24,30.159,28.475
RUS,51.0,86.628,HARD,35.0,2.0,28.119,29.918,28.591
BOT,2.0,88.032,HARD,5.0,1.0,28.453,30.353,29.226
BOT,3.0,87.95,HARD,6.0,1.0,28.475,30.099,29.376
BOT,4.0,87.119,HARD,7.0,1.0,28.114,30.047,28.958
BOT,5.0,87.575,HARD,8.0,1.0,28.257,30.336,28.982
BOT,6.0,87.15,HARD,9.0,1.0,28.133,30.012,29.005
BOT,7.0,87.36,HARD,10.0,1.0,28.142,30.162,29.056
BOT,8.0,87.227,HARD,11.0,1.0,28.135,30.326,28.766
BOT,9.0,87.265,HARD,12.0,1.0,28.082,30.005,29.178
BOT,10.0,87.863,HARD,13.0,1.0,28.393,30.325,29.145
BOT,11.0,87.693,HARD,14.0,1.0,28.155,30.255,29.283
BOT,12.0,88.716,HARD,15.0,1.0,28.237,31.261,29.218
BOT,13.0,88.007,HARD,16.0,1.0,28.151,30.69,29.166
BOT,14.0,87.991,HARD,17.0,1.0,28.208,30.592,29.191
BOT,15.0,87.427,HARD,18.0,1.0,28.316,30.294,28.817
BOT,16.0,87.824,HARD,19.0,1.0,28.558,30.38,28.886
BOT,17.0,87.47,HARD,20.0,1.0,28.419,30.267,28.784
BOT,18.0,87.634,HARD,21.0,1.0,28.44,30.291,28.903
BOT,19.0,87.725,HARD,22.0,1.0,28.6,30.253,28.872
BOT,20.0,88.438,HARD,23.0,1.0,28.426,30.55,29.462
