Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Sector1Time,Sector2Time,Sector3Time,Year,Event,Round
VET,47.0,92.841,MEDIUM,10.0,4.0,29.574,37.808,25.459,2022,British Grand Prix,10
VET,48.0,93.053,MEDIUM,11.0,4.0,29.628,37.941,25.484,2022,British Grand Prix,10
VET,49.0,92.988,MEDIUM,12.0,4.0,29.634,37.727,25.627,2022,British Grand Prix,10
VET,50.0,93.005,MEDIUM,13.0,4.0,29.643,37.784,25.578,2022,British Grand Prix,10
VET,51.0,93.169,MEDIUM,14.0,4.0,29.776,37.827,25.566,2022,British Grand Prix,10
VET,52.0,92.471,MEDIUM,15.0,4.0,29.552,37.523,25.396,2022,British Grand Prix,10
SAI,4.0,93.437,MEDIUM,3.0,2.0,29.977,37.808,25.652,2022,British Grand Prix,10
SAI,5.0,93.623,MEDIUM,4.0,2.0,29.872,37.992,25.759,2022,British Grand Prix,10
SAI,6.0,93.596,MEDIUM,5.0,2.0,29.905,37.878,25.813,2022,British Grand Prix,10
SAI,7.0,93.918,MEDIUM,6.0,2.0,30.09,38.117,25.711,2022,British Grand Prix,10
SAI,8.0,93.732,MEDIUM,7.0,2.0,29.913,38.127,25.692,2022,British Grand Prix,10
SAI,9.0,93.575,MEDIUM,8.0,2.0,29.998,37.978,25.599,2022,British Grand Prix,10
SAI,10.0,95.415,MEDIUM,9.0,2.0,30.041,38.719,26.655,2022,British Grand Prix,10
SAI,11.0,93.862,MEDIUM,10.0,2.0,30.163,38.071,25.628,2022,British Grand Prix,10
SAI,12.0,93.491,MEDIUM,11.0,2.0,29.94,38.342,25.209,2022,British Grand Prix,10
SAI,13.0,93.31,MEDIUM,12.0,2.0,29.898,37.893,25.519,2022,British Grand Prix,10
SAI,14.0,93.55,MEDIUM,13.0,2.0,29.944,38.038,25.568,2022,British Grand Prix,10
SAI,15.0,93.445,MEDIUM,14.0,2.0,29.953,37.88,25.612,2022,British Grand Prix,10
SAI,16.0,93.55,MEDIUM,15.0,2.0,30.003,37.931,25.616,2022,British Grand Prix,10
SAI,17.0,93.328,MEDIUM,16.0,2.0,29.961,37.804,25.563,2022,British Grand Prix,10
SAI,18.0,93.166,MEDIUM,17.0,2.0,29.846,37.817,25.503,2022,British Grand Prix,10
SAI,19.0,92.974,MEDIUM,18.0,2.0,29.923,37.64,25.411,2022,British Grand Prix,10
SAI,20.0,92.799,MEDIUM,19.0,2.0,29.943,37.787,25.069,2022,British Grand Prix,10
SAI,22.0,92.771,HARD,2.0,3.0,29.557,37.695,25.519,2022,British Grand Prix,10
SAI,23.0,92.622,HARD,3.0,3.0,29.587,37.682,25.353,2022,British Grand Prix,10
SAI,24.0,92.787,HARD,4.0,3.0,29.608,37.759,25.42,2022,British Grand Prix,10
SAI,25.0,92.696,HARD,5.0,3.0,29.701,37.593,25.402,2022,British Grand Prix,10
SAI,26.0,92.976,HARD,6.0,3.0,29.81,37.686,25.48,2022,British Grand Prix,10
SAI,27.0,92.876,HARD,7.0,3.0,29.759,37.656,25.461,2022,British Grand Prix,10
SAI,28.0,92.403,HARD,8.0,3.0,29.737,37.433,25.233,2022,British Grand Prix,10
SAI,29.0,92.493,HARD,9.0,3.0,29.789,37.458,25.246,2022,British Grand Prix,10
SAI,30.0,92.764,HARD,10.0,3.0,29.669,37.669,25.426,2022,British Grand Prix,10
SAI,31.0,93.584,HARD,11.0,3.0,30.25,38.211,25.123,2022,British Grand Prix,10
SAI,32.0,91.932,HARD,12.0,3.0,29.412,37.434,25.086,2022,British Grand Prix,10
SAI,33.0,92.073,HARD,13.0,3.0,29.484,37.428,25.161,2022,British Grand Prix,10
SAI,34.0,92.72,HARD,14.0,3.0,29.73,37.571,25.419,2022,British Grand Prix,10
SAI,35.0,92.463,HARD,15.0,3.0,29.704,37.436,25.323,2022,British Grand Prix,10
SAI,36.0,92.416,HARD,16.0,3.0,29.646,37.343,25.427,2022,British Grand Prix,10
SAI,37.0,92.169,HARD,17.0,3.0,29.616,37.326,25.227,2022,British Grand Prix,10
SAI,38.0,92.072,HARD,18.0,3.0,29.654,37.219,25.199,2022,British Grand Prix,10
SAI,39.0,98.36,HARD,19.0,3.0,29.842,37.221,31.297,2022,British Grand Prix,10
SAI,43.0,90.886,SOFT,4.0,4.0,29.125,36.805,24.956,2022,British Grand Prix,10
SAI,44.0,90.813,SOFT,5.0,4.0,29.169,36.623,25.021,2022,British Grand Prix,10
SAI,45.0,91.215,SOFT,6.0,4.0,29.345,36.772,25.098,2022,British Grand Prix,10
SAI,46.0,91.416,SOFT,7.0,4.0,29.452,36.869,25.095,2022,British Grand Prix,10
SAI,47.0,91.315,SOFT,8.0,4.0,29.398,36.95,24.967,2022,British Grand Prix,10
SAI,48.0,91.25,SOFT,9.0,4.0,29.429,36.827,24.994,2022,British Grand Prix,10
SAI,49.0,91.317,SOFT,10.0,4.0,29.468,36.822,25.027,2022,British Grand Prix,10
SAI,50.0,91.141,SOFT,11.0,4.0,29.443,36.743,24.955,2022,British Grand Prix,10
SAI,51.0,91.474,SOFT,12.0,4.0,29.473,36.936,25.065,2022,British Grand Prix,10
SAI,52.0,91.526,SOFT,13.0,4.0,29.332,37.109,25.085,2022,British Grand Prix,10
LAT,4.0,97.41,SOFT,3.0,2.0,31.228,39.882,26.3,2022,British Grand Prix,10
LAT,5.0,95.719,SOFT,4.0,2.0,30.176,39.517,26.026,2022,British Grand Prix,10
LAT,6.0,95.743,SOFT,5.0,2.0,30.478,39.259,26.006,2022,British Grand Prix,10
LAT,7.0,95.615,SOFT,6.0,2.0,30.31,39.282,26.023,2022,British Grand Prix,10
LAT,8.0,95.673,SOFT,7.0,2.0,30.346,39.24,26.087,2022,British Grand Prix,10
LAT,9.0,95.522,SOFT,8.0,2.0,30.248,39.19,26.084,2022,British Grand Prix,10
LAT,10.0,95.462,SOFT,9.0,2.0,30.304,39.279,25.879,2022,British Grand Prix,10
LAT,11.0,95.686,SOFT,10.0,2.0,30.434,39.257,25.995,2022,British Grand Prix,10
LAT,12.0,95.531,SOFT,11.0,2.0,30.276,39.199,26.056,2022,British Grand Prix,10
LAT,13.0,95.333,SOFT,12.0,2.0,30.146,39.128,26.059,2022,British Grand Prix,10
LAT,14.0,95.265,SOFT,13.0,2.0,30.239,39.056,25.97,2022,British Grand Prix,10
LAT,15.0,95.232,SOFT,14.0,2.0,30.143,39.052,26.037,2022,British Grand Prix,10
LAT,16.0,95.635,SOFT,15.0,2.0,30.334,39.076,26.225,2022,British Grand Prix,10
LAT,17.0,95.357,SOFT,16.0,2.0,30.305,38.902,26.15,2022,British Grand Prix,10
LAT,18.0,95.442,SOFT,17.0,2.0,30.303,38.975,26.164,2022,British Grand Prix,10
LAT,19.0,94.509,SOFT,18.0,2.0,30.25,38.849,25.41,2022,British Grand Prix,10
LAT,21.0,94.232,MEDIUM,2.0,3.0,30.255,38.216,25.761,2022,British Grand Prix,10
LAT,22.0,94.01,MEDIUM,3.0,3.0,29.855,38.328,25.827,2022,British Grand Prix,10
LAT,23.0,94.227,MEDIUM,4.0,3.0,29.924,38.541,25.762,2022,British Grand Prix,10
LAT,24.0,94.962,MEDIUM,5.0,3.0,30.088,38.764,26.11,2022,British Grand Prix,10
LAT,25.0,95.075,MEDIUM,6.0,3.0,30.189,38.777,26.109,2022,British Grand Prix,10
LAT,26.0,94.684,MEDIUM,7.0,3.0,30.113,38.637,25.934,2022,British Grand Prix,10
LAT,27.0,94.897,MEDIUM,8.0,3.0,30.122,38.744,26.031,2022,British Grand Prix,10
LAT,28.0,94.664,MEDIUM,9.0,3.0,30.099,38.681,25.884,2022,British Grand Prix,10
LAT,29.0,95.723,MEDIUM,10.0,3.0,30.265,39.645,25.813,2022,British Grand Prix,10
LAT,30.0,94.859,MEDIUM,11.0,3.0,30.08,38.832,25.947,2022,British Grand Prix,10
LAT,31.0,94.309,MEDIUM,12.0,3.0,29.956,38.48,25.873,2022,British Grand Prix,10
LAT,32.0,95.851,MEDIUM,13.0,3.0,30.252,39.708,25.891,2022,British Grand Prix,10
LAT,33.0,95.609,MEDIUM,14.0,3.0,30.12,39.526,25.963,2022,British Grand Prix,10
LAT,34.0,95.085,MEDIUM,15.0,3.0,30.168,38.846,26.071,2022,British Grand Prix,10
LAT,35.0,94.71,MEDIUM,16.0,3.0,30.089,38.525,26.096,2022,British Grand Prix,10
LAT,36.0,94.513,MEDIUM,17.0,3.0,30.002,38.569,25.942,2022,British Grand Prix,10
LAT,37.0,94.878,MEDIUM,18.0,3.0,30.296,38.506,26.076,2022,British Grand Prix,10
LAT,38.0,99.717,MEDIUM,19.0,3.0,30.183,38.458,31.076,2022,British Grand Prix,10
LAT,41.0,108.361,SOFT,3.0,4.0,34.414,45.248,28.699,2022,British Grand Prix,10
LAT,43.0,94.694,SOFT,5.0,4.0,29.75,38.93,26.014,2022,British Grand Prix,10
LAT,44.0,93.79,SOFT,6.0,4.0,29.656,38.446,25.688,2022,British Grand Prix,10
LAT,45.0,93.365,SOFT,7.0,4.0,29.61,38.221,25.534,2022,British Grand Prix,10
LAT,46.0,93.425,SOFT,8.0,4.0,29.534,38.34,25.551,2022,British Grand Prix,10
LAT,47.0,93.558,SOFT,9.0,4.0,29.716,38.226,25.616,2022,British Grand Prix,10
LAT,48.0,93.286,SOFT,10.0,4.0,29.77,38.173,25.343,2022,British Grand Prix,10
LAT,49.0,95.043,SOFT,11.0,4.0,30.455,38.07,26.518,2022,British Grand Prix,10
LAT,50.0,93.937,SOFT,12.0,4.0,29.953,38.075,25.909,2022,British Grand Prix,10
LAT,51.0,94.867,SOFT,13.0,4.0,30.058,38.846,25.963,2022,British Grand Prix,10
LAT,52.0,94.663,SOFT,14.0,4.0,30.112,38.736,25.815,2022,British Grand Prix,10
BOT,4.0,97.106,MEDIUM,3.0,2.0,30.797,39.637,26.672,2022,British Grand Prix,10
BOT,5.0,95.571,MEDIUM,4.0,2.0,30.025,39.357,26.189,2022,British Grand Prix,10
BOT,6.0,95.694,MEDIUM,5.0,2.0,29.948,39.552,26.194,2022,British Grand Prix,10
BOT,7.0,95.579,MEDIUM,6.0,2.0,30.054,39.286,26.239,2022,British Grand Prix,10
BOT,8.0,95.857,MEDIUM,7.0,2.0,30.083,39.575,26.199,2022,British Grand Prix,10
BOT,9.0,95.527,MEDIUM,8.0,2.0,30.021,39.32,26.186,2022,British Grand Prix,10
BOT,10.0,95.433,MEDIUM,9.0,2.0,29.982,39.452,25.999,2022,British Grand Prix,10
BOT,11.0,95.768,MEDIUM,10.0,2.0,30.007,39.549,26.212,2022,British Grand Prix,10
BOT,12.0,95.274,MEDIUM,11.0,2.0,29.944,39.206,26.124,2022,British Grand Prix,10
BOT,13.0,95.387,MEDIUM,12.0,2.0,30.076,39.211,26.1,2022,British Grand Prix,10
BOT,14.0,95.117,MEDIUM,13.0,2.0,30.056,39.061,26.0,2022,British Grand Prix,10
BOT,15.0,95.279,MEDIUM,14.0,2.0,30.038,39.177,26.064,2022,British Grand Prix,10
BOT,16.0,95.702,MEDIUM,15.0,2.0,29.92,39.429,26.353,2022,British Grand Prix,10
BOT,17.0,95.364,MEDIUM,16.0,2.0,30.081,39.091,26.192,2022,British Grand Prix,10
BOT,18.0,95.507,MEDIUM,17.0,2.0,29.867,39.266,26.374,2022,British Grand Prix,10
BOT,19.0,95.103,MEDIUM,18.0,2.0,29.982,38.925,26.196,2022,British Grand Prix,10
BOT,20.0,102.975,MEDIUM,19.0,2.0,30.363,42.924,29.688,2022,British Grand Prix,10
