Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Sector1Time,Sector2Time,Sector3Time,Year,Event,Round
TSU,25.0,95.841,HARD,8.0,3.0,30.338,39.146,26.357,2022,British Grand Prix,10
TSU,26.0,95.442,HARD,9.0,3.0,30.262,39.031,26.149,2022,British Grand Prix,10
TSU,27.0,95.505,HARD,10.0,3.0,30.388,39.005,26.112,2022,British Grand Prix,10
TSU,28.0,95.545,HARD,11.0,3.0,30.2,39.182,26.163,2022,British Grand Prix,10
TSU,29.0,95.62,HARD,12.0,3.0,30.214,39.144,26.262,2022,British Grand Prix,10
TSU,30.0,98.388,HARD,13.0,3.0,30.241,41.737,26.41,2022,British Grand Prix,10
TSU,31.0,95.505,HARD,14.0,3.0,30.309,39.128,26.068,2022,British Grand Prix,10
TSU,32.0,95.705,HARD,15.0,3.0,30.289,39.19,26.226,2022,British Grand Prix,10
TSU,33.0,95.196,HARD,16.0,3.0,30.078,38.984,26.134,2022,British Grand Prix,10
TSU,34.0,95.12,HARD,17.0,3.0,30.016,38.979,26.125,2022,British Grand Prix,10
TSU,35.0,94.797,HARD,18.0,3.0,30.057,38.7,26.04,2022,British Grand Prix,10
TSU,36.0,94.607,HARD,19.0,3.0,29.983,38.677,25.947,2022,British Grand Prix,10
TSU,37.0,94.75,HARD,20.0,3.0,30.033,38.699,26.018,2022,British Grand Prix,10
TSU,41.0,93.981,SOFT,3.0,4.0,29.756,38.383,25.842,2022,British Grand Prix,10
TSU,42.0,93.965,SOFT,4.0,4.0,29.631,38.418,25.916,2022,British Grand Prix,10
TSU,43.0,93.912,SOFT,5.0,4.0,29.596,38.36,25.956,2022,British Grand Prix,10
TSU,44.0,94.99,SOFT,6.0,4.0,30.086,38.836,26.068,2022,British Grand Prix,10
TSU,45.0,94.488,SOFT,7.0,4.0,29.931,38.649,25.908,2022,British Grand Prix,10
TSU,46.0,94.144,SOFT,8.0,4.0,29.791,38.518,25.835,2022,British Grand Prix,10
TSU,47.0,94.132,SOFT,9.0,4.0,29.755,38.534,25.843,2022,British Grand Prix,10
TSU,48.0,93.947,SOFT,10.0,4.0,29.801,38.33,25.816,2022,British Grand Prix,10
TSU,49.0,94.072,SOFT,11.0,4.0,29.778,38.504,25.79,2022,British Grand Prix,10
TSU,50.0,94.191,SOFT,12.0,4.0,29.886,38.418,25.887,2022,British Grand Prix,10
TSU,51.0,93.832,SOFT,13.0,4.0,29.719,38.378,25.735,2022,British Grand Prix,10
TSU,52.0,94.089,SOFT,14.0,4.0,29.836,38.355,25.898,2022,British Grand Prix,10
RIC,4.0,97.878,MEDIUM,4.0,2.0,31.174,40.139,26.565,2022,British Grand Prix,10
RIC,5.0,95.865,MEDIUM,5.0,2.0,30.238,39.464,26.163,2022,British Grand Prix,10
RIC,6.0,95.642,MEDIUM,6.0,2.0,30.164,39.32,26.158,2022,British Grand Prix,10
RIC,7.0,95.66,MEDIUM,7.0,2.0,30.318,39.391,25.951,2022,British Grand Prix,10
RIC,8.0,95.802,MEDIUM,8.0,2.0,30.265,39.41,26.127,2022,British Grand Prix,10
RIC,9.0,95.37,MEDIUM,9.0,2.0,30.143,39.336,25.891,2022,British Grand Prix,10
RIC,10.0,95.509,MEDIUM,10.0,2.0,30.231,39.295,25.983,2022,British Grand Prix,10
RIC,11.0,95.713,MEDIUM,11.0,2.0,30.261,39.404,26.048,2022,British Grand Prix,10
RIC,12.0,95.367,MEDIUM,12.0,2.0,30.077,39.332,25.958,2022,British Grand Prix,10
RIC,13.0,95.247,MEDIUM,13.0,2.0,30.203,39.164,25.88,2022,British Grand Prix,10
RIC,14.0,95.289,MEDIUM,14.0,2.0,30.148,39.266,25.875,2022,British Grand Prix,10
RIC,15.0,95.303,MEDIUM,15.0,2.0,30.135,39.212,25.956,2022,British Grand Prix,10
RIC,16.0,95.571,MEDIUM,16.0,2.0,30.145,39.249,26.177,2022,British Grand Prix,10
RIC,17.0,95.289,MEDIUM,17.0,2.0,30.015,39.273,26.001,2022,British Grand Prix,10
RIC,18.0,95.56,MEDIUM,18.0,2.0,30.022,39.359,26.179,2022,British Grand Prix,10
RIC,19.0,95.239,MEDIUM,19.0,2.0,30.165,39.143,25.931,2022,British Grand Prix,10
RIC,20.0,95.067,MEDIUM,20.0,2.0,30.227,38.9,25.94,2022,British Grand Prix,10
RIC,22.0,94.393,HARD,2.0,3.0,30.094,38.484,25.815,2022,British Grand Prix,10
RIC,23.0,94.648,HARD,3.0,3.0,29.854,38.881,25.913,2022,British Grand Prix,10
RIC,24.0,94.581,HARD,4.0,3.0,30.019,38.532,26.03,2022,British Grand Prix,10
RIC,25.0,94.365,HARD,5.0,3.0,30.019,38.581,25.765,2022,British Grand Prix,10
RIC,26.0,94.178,HARD,6.0,3.0,29.819,38.517,25.842,2022,British Grand Prix,10
RIC,27.0,94.64,HARD,7.0,3.0,30.117,38.693,25.83,2022,British Grand Prix,10
RIC,28.0,94.446,HARD,8.0,3.0,30.082,38.431,25.933,2022,British Grand Prix,10
RIC,29.0,94.418,HARD,9.0,3.0,30.107,38.537,25.774,2022,British Grand Prix,10
RIC,30.0,94.656,HARD,10.0,3.0,30.194,38.608,25.854,2022,British Grand Prix,10
RIC,31.0,94.205,HARD,11.0,3.0,29.991,38.472,25.742,2022,British Grand Prix,10
RIC,32.0,99.926,HARD,12.0,3.0,29.956,43.299,26.671,2022,British Grand Prix,10
RIC,34.0,92.644,SOFT,2.0,4.0,29.57,37.633,25.441,2022,British Grand Prix,10
RIC,35.0,94.517,SOFT,3.0,4.0,29.82,37.848,26.849,2022,British Grand Prix,10
RIC,36.0,92.978,SOFT,4.0,4.0,29.661,37.846,25.471,2022,British Grand Prix,10
RIC,37.0,93.122,SOFT,5.0,4.0,29.804,37.815,25.503,2022,British Grand Prix,10
RIC,38.0,102.605,SOFT,6.0,4.0,29.952,41.281,31.372,2022,British Grand Prix,10
RIC,41.0,93.058,SOFT,3.0,5.0,29.653,37.909,25.496,2022,British Grand Prix,10
RIC,42.0,94.75,SOFT,4.0,5.0,29.777,37.86,27.113,2022,British Grand Prix,10
RIC,43.0,94.706,SOFT,5.0,5.0,30.132,38.763,25.811,2022,British Grand Prix,10
RIC,44.0,93.967,SOFT,6.0,5.0,29.964,38.239,25.764,2022,British Grand Prix,10
RIC,45.0,93.398,SOFT,7.0,5.0,29.839,38.088,25.471,2022,British Grand Prix,10
RIC,46.0,93.419,SOFT,8.0,5.0,29.838,38.034,25.547,2022,British Grand Prix,10
RIC,47.0,93.438,SOFT,9.0,5.0,29.729,38.257,25.452,2022,British Grand Prix,10
RIC,48.0,93.445,SOFT,10.0,5.0,29.611,38.308,25.526,2022,British Grand Prix,10
RIC,49.0,94.159,SOFT,11.0,5.0,29.868,38.505,25.786,2022,British Grand Prix,10
RIC,50.0,93.798,SOFT,12.0,5.0,29.787,38.212,25.799,2022,British Grand Prix,10
RIC,51.0,94.981,SOFT,13.0,5.0,30.076,38.892,26.013,2022,British Grand Prix,10
RIC,52.0,94.608,SOFT,14.0,5.0,29.918,38.823,25.867,2022,British Grand Prix,10
OCO,4.0,96.513,SOFT,3.0,2.0,30.639,39.349,26.525,2022,British Grand Prix,10
OCO,5.0,95.717,SOFT,4.0,2.0,30.152,39.233,26.332,2022,British Grand Prix,10
OCO,6.0,95.589,SOFT,5.0,2.0,30.166,39.34,26.083,2022,British Grand Prix,10
OCO,7.0,95.631,SOFT,6.0,2.0,30.22,39.268,26.143,2022,British Grand Prix,10
OCO,8.0,95.485,SOFT,7.0,2.0,30.155,39.122,26.208,2022,British Grand Prix,10
OCO,9.0,95.807,SOFT,8.0,2.0,30.184,39.303,26.32,2022,British Grand Prix,10
OCO,10.0,95.291,SOFT,9.0,2.0,30.137,39.016,26.138,2022,British Grand Prix,10
OCO,11.0,95.57,SOFT,10.0,2.0,30.444,38.893,26.233,2022,British Grand Prix,10
OCO,12.0,95.494,SOFT,11.0,2.0,30.396,38.919,26.179,2022,British Grand Prix,10
OCO,13.0,95.426,SOFT,12.0,2.0,30.425,38.856,26.145,2022,British Grand Prix,10
OCO,14.0,95.256,SOFT,13.0,2.0,30.369,38.711,26.176,2022,British Grand Prix,10
OCO,15.0,95.101,SOFT,14.0,2.0,30.305,38.631,26.165,2022,British Grand Prix,10
OCO,16.0,94.995,SOFT,15.0,2.0,30.357,38.584,26.054,2022,British Grand Prix,10
OCO,17.0,94.999,SOFT,16.0,2.0,30.326,38.62,26.053,2022,British Grand Prix,10
OCO,18.0,94.849,SOFT,17.0,2.0,30.21,38.556,26.083,2022,British Grand Prix,10
OCO,19.0,94.996,SOFT,18.0,2.0,30.296,38.584,26.116,2022,British Grand Prix,10
OCO,20.0,95.046,SOFT,19.0,2.0,30.396,38.629,26.021,2022,British Grand Prix,10
OCO,21.0,95.036,SOFT,20.0,2.0,30.257,38.721,26.058,2022,British Grand Prix,10
OCO,22.0,94.779,SOFT,21.0,2.0,30.239,38.633,25.907,2022,British Grand Prix,10
OCO,24.0,94.287,HARD,2.0,3.0,29.88,38.414,25.993,2022,British Grand Prix,10
OCO,25.0,94.65,HARD,3.0,3.0,30.094,38.549,26.007,2022,British Grand Prix,10
OCO,26.0,94.24,HARD,4.0,3.0,29.761,38.62,25.859,2022,British Grand Prix,10
OCO,27.0,94.843,HARD,5.0,3.0,29.802,39.008,26.033,2022,British Grand Prix,10
OCO,28.0,94.631,HARD,6.0,3.0,29.91,38.842,25.879,2022,British Grand Prix,10
OCO,29.0,94.149,HARD,7.0,3.0,29.82,38.449,25.88,2022,British Grand Prix,10
OCO,30.0,94.367,HARD,8.0,3.0,30.153,38.318,25.896,2022,British Grand Prix,10
OCO,31.0,93.915,HARD,9.0,3.0,29.944,38.111,25.86,2022,British Grand Prix,10
OCO,32.0,94.139,HARD,10.0,3.0,30.025,38.204,25.91,2022,British Grand Prix,10
OCO,33.0,94.115,HARD,11.0,3.0,29.871,38.374,25.87,2022,British Grand Prix,10
OCO,34.0,93.962,HARD,12.0,3.0,29.707,38.472,25.783,2022,British Grand Prix,10
OCO,35.0,93.726,HARD,13.0,3.0,29.802,38.133,25.791,2022,British Grand Prix,10
OCO,36.0,94.258,HARD,14.0,3.0,29.988,38.649,25.621,2022,British Grand Prix,10
OCO,37.0,93.537,HARD,15.0,3.0,29.96,37.876,25.701,2022,British Grand Prix,10
NOR,4.0,95.426,MEDIUM,4.0,2.0,30.303,38.848,26.275,2022,British Grand Prix,10
NOR,5.0,95.243,MEDIUM,5.0,2.0,30.045,39.141,26.057,2022,British Grand Prix,10
NOR,6.0,95.119,MEDIUM,6.0,2.0,30.168,39.169,25.782,2022,British Grand Prix,10
NOR,7.0,95.45,MEDIUM,7.0,2.0,30.352,38.904,26.194,2022,British Grand Prix,10
NOR,8.0,94.778,MEDIUM,8.0,2.0,30.195,38.64,25.943,2022,British Grand Prix,10
NOR,9.0,95.058,MEDIUM,9.0,2.0,30.33,38.597,26.131,2022,British Grand Prix,10
NOR,10.0,94.567,MEDIUM,10.0,2.0,30.324,38.419,25.824,2022,British Grand Prix,10
NOR,11.0,94.688,MEDIUM,11.0,2.0,30.317,38.493,25.878,2022,British Grand Prix,10
NOR,12.0,94.801,MEDIUM,12.0,2.0,30.281,38.649,25.871,2022,British Grand Prix,10
NOR,13.0,94.383,MEDIUM,13.0,2.0,30.268,38.346,25.769,2022,British Grand Prix,10
NOR,14.0,94.191,MEDIUM,14.0,2.0,30.253,38.225,25.713,2022,British Grand Prix,10
NOR,15.0,94.143,MEDIUM,15.0,2.0,30.219,38.197,25.727,2022,British Grand Prix,10
NOR,16.0,93.958,MEDIUM,16.0,2.0,30.106,38.18,25.672,2022,British Grand Prix,10
NOR,17.0,94.454,MEDIUM,17.0,2.0,30.326,38.356,25.772,2022,British Grand Prix,10
NOR,18.0,93.88,MEDIUM,18.0,2.0,30.044,38.173,25.663,2022,British Grand Prix,10
NOR,19.0,93.824,MEDIUM,19.0,2.0,30.093,38.099,25.632,2022,British Grand Prix,10
NOR,20.0,93.945,MEDIUM,20.0,2.0,30.24,38.115,25.59,2022,British Grand Prix,10
NOR,21.0,94.036,MEDIUM,21.0,2.0,30.088,38.42,25.528,2022,British Grand Prix,10
NOR,22.0,94.086,MEDIUM,22.0,2.0,30.105,38.252,25.729,2022,British Grand Prix,10
NOR,23.0,93.879,MEDIUM,23.0,2.0,30.074,38.192,25.613,2022,British Grand Prix,10
NOR,24.0,93.987,MEDIUM,24.0,2.0,30.043,38.303,25.641,2022,British Grand Prix,10
NOR,25.0,93.983,MEDIUM,25.0,2.0,30.057,38.316,25.61,2022,British Grand Prix,10
NOR,26.0,94.108,MEDIUM,26.0,2.0,30.143,38.257,25.708,2022,British Grand Prix,10
NOR,27.0,93.957,MEDIUM,27.0,2.0,30.05,38.176,25.731,2022,British Grand Prix,10
NOR,28.0,93.714,MEDIUM,28.0,2.0,30.053,38.086,25.575,2022,British Grand Prix,10
NOR,29.0,93.933,MEDIUM,29.0,2.0,30.168,38.06,25.705,2022,British Grand Prix,10
NOR,30.0,94.0,MEDIUM,30.0,2.0,30.044,38.321,25.635,2022,British Grand Prix,10
NOR,31.0,93.813,MEDIUM,31.0,2.0,30.096,38.113,25.604,2022,British Grand Prix,10
NOR,32.0,93.788,MEDIUM,32.0,2.0,30.076,38.102,25.61,2022,British Grand Prix,10
NOR,33.0,93.686,MEDIUM,33.0,2.0,30.079,38.056,25.551,2022,British Grand Prix,10
NOR,34.0,93.055,MEDIUM,34.0,2.0,29.97,37.958,25.127,2022,British Grand Prix,10
NOR,36.0,92.702,HARD,2.0,3.0,29.845,37.526,25.331,2022,British Grand Prix,10
NOR,37.0,92.425,HARD,3.0,3.0,29.634,37.502,25.289,2022,British Grand Prix,10
NOR,38.0,92.271,HARD,4.0,3.0,29.702,37.353,25.216,2022,British Grand Prix,10
NOR,43.0,92.168,SOFT,3.0,4.0,29.376,37.473,25.319,2022,British Grand Prix,10
NOR,44.0,92.211,SOFT,4.0,4.0,29.459,37.546,25.206,2022,British Grand Prix,10
NOR,45.0,91.774,SOFT,5.0,4.0,29.219,37.623,24.932,2022,British Grand Prix,10
NOR,46.0,92.831,SOFT,6.0,4.0,29.511,38.391,24.929,2022,British Grand Prix,10
NOR,47.0,91.645,SOFT,7.0,4.0,29.294,37.515,24.836,2022,British Grand Prix,10
NOR,48.0,92.664,SOFT,8.0,4.0,29.612,37.652,25.4,2022,British Grand Prix,10
NOR,49.0,92.121,SOFT,9.0,4.0,29.441,37.571,25.109,2022,British Grand Prix,10
NOR,50.0,92.07,SOFT,10.0,4.0,29.63,37.46,24.98,2022,British Grand Prix,10
NOR,51.0,92.585,SOFT,11.0,4.0,29.642,37.504,25.439,2022,British Grand Prix,10
NOR,52.0,92.325,SOFT,12.0,4.0,29.601,37.438,25.286,2022,British Grand Prix,10
HAM,4.0,95.27,MEDIUM,3.0,2.0,30.162,38.918,26.19,2022,British Grand Prix,10
HAM,5.0,95.12,MEDIUM,4.0,2.0,29.789,39.18,26.151,2022,British Grand Prix,10
HAM,6.0,93.731,MEDIUM,5.0,2.0,29.773,38.094,25.864,2022,British Grand Prix,10
HAM,7.0,93.955,MEDIUM,6.0,2.0,30.117,38.144,25.694,2022,British Grand Prix,10
HAM,8.0,93.679,MEDIUM,7.0,2.0,29.943,38.175,25.561,2022,British Grand Prix,10
HAM,9.0,93.704,MEDIUM,8.0,2.0,29.923,38.114,25.667,2022,British Grand Prix,10
HAM,10.0,93.338,MEDIUM,9.0,2.0,29.975,37.891,25.472,2022,British Grand Prix,10
HAM,11.0,93.335,MEDIUM,10.0,2.0,29.911,37.935,25.489,2022,British Grand Prix,10
HAM,12.0,94.09,MEDIUM,11.0,2.0,29.879,38.461,25.75,2022,British Grand Prix,10
HAM,13.0,93.212,MEDIUM,12.0,2.0,29.861,37.854,25.497,2022,British Grand Prix,10
HAM,14.0,93.226,MEDIUM,13.0,2.0,29.971,37.788,25.467,2022,British Grand Prix,10
HAM,15.0,93.042,MEDIUM,14.0,2.0,29.817,37.811,25.414,2022,British Grand Prix,10
HAM,16.0,92.973,MEDIUM,15.0,2.0,29.851,37.724,25.398,2022,British Grand Prix,10
HAM,17.0,93.168,MEDIUM,16.0,2.0,29.732,38.028,25.408,2022,British Grand Prix,10
HAM,18.0,92.92,MEDIUM,17.0,2.0,29.702,37.851,25.367,2022,British Grand Prix,10
HAM,19.0,92.592,MEDIUM,18.0,2.0,29.744,37.614,25.234,2022,British Grand Prix,10
HAM,20.0,92.85,MEDIUM,19.0,2.0,29.882,37.647,25.321,2022,British Grand Prix,10
HAM,21.0,92.833,MEDIUM,20.0,2.0,29.837,37.69,25.306,2022,British Grand Prix,10
HAM,22.0,92.435,MEDIUM,21.0,2.0,29.656,37.557,25.222,2022,British Grand Prix,10
HAM,23.0,92.65,MEDIUM,22.0,2.0,29.58,37.804,25.266,2022,British Grand Prix,10
HAM,24.0,92.782,MEDIUM,23.0,2.0,29.608,37.705,25.469,2022,British Grand Prix,10
HAM,25.0,92.723,MEDIUM,24.0,2.0,29.617,37.689,25.417,2022,British Grand Prix,10
HAM,26.0,92.655,MEDIUM,25.0,2.0,29.661,37.673,25.321,2022,British Grand Prix,10
HAM,27.0,92.445,MEDIUM,26.0,2.0,29.645,37.601,25.199,2022,British Grand Prix,10
HAM,28.0,92.265,MEDIUM,27.0,2.0,29.759,37.466,25.04,2022,British Grand Prix,10
HAM,29.0,92.442,MEDIUM,28.0,2.0,29.827,37.502,25.113,2022,British Grand Prix,10
HAM,30.0,92.541,MEDIUM,29.0,2.0,29.6,37.617,25.324,2022,British Grand Prix,10
HAM,31.0,92.676,MEDIUM,30.0,2.0,29.694,37.717,25.265,2022,British Grand Prix,10
HAM,32.0,92.079,MEDIUM,31.0,2.0,29.555,37.44,25.084,2022,British Grand Prix,10
HAM,33.0,92.256,MEDIUM,32.0,2.0,29.573,37.779,24.904,2022,British Grand Prix,10
HAM,35.0,92.111,HARD,2.0,3.0,29.532,37.489,25.09,2022,British Grand Prix,10
HAM,36.0,91.711,HARD,3.0,3.0,29.402,37.365,24.944,2022,British Grand Prix,10
HAM,37.0,91.521,HARD,4.0,3.0,29.298,37.123,25.1,2022,British Grand Prix,10
HAM,38.0,91.302,HARD,5.0,3.0,29.288,36.971,25.043,2022,British Grand Prix,10
HAM,39.0,97.878,HARD,6.0,3.0,29.564,37.122,31.192,2022,British Grand Prix,10
HAM,43.0,92.498,SOFT,4.0,4.0,29.772,37.396,25.33,2022,British Grand Prix,10
HAM,44.0,92.062,SOFT,5.0,4.0,29.094,37.791,25.177,2022,British Grand Prix,10
HAM,45.0,91.659,SOFT,6.0,4.0,29.003,37.534,25.122,2022,British Grand Prix,10
HAM,46.0,92.894,SOFT,7.0,4.0,30.244,37.749,24.901,2022,British Grand Prix,10
HAM,47.0,91.933,SOFT,8.0,4.0,29.067,37.338,25.528,2022,British Grand Prix,10
HAM,48.0,91.628,SOFT,9.0,4.0,29.144,37.977,24.507,2022,British Grand Prix,10
HAM,49.0,91.201,SOFT,10.0,4.0,29.28,36.923,24.998,2022,British Grand Prix,10
HAM,50.0,91.397,SOFT,11.0,4.0,29.303,37.075,25.019,2022,British Grand Prix,10
HAM,51.0,92.277,SOFT,12.0,4.0,29.402,37.278,25.597,2022,British Grand Prix,10
HAM,52.0,90.51,SOFT,13.0,4.0,29.162,36.58,24.768,2022,British Grand Prix,10
MSC,4.0,97.298,MEDIUM,3.0,2.0,30.601,40.12,26.577,2022,British Grand Prix,10
MSC,5.0,96.04,MEDIUM,4.0,2.0,30.154,39.75,26.136,2022,British Grand Prix,10
MSC,6.0,95.569,MEDIUM,5.0,2.0,30.014,39.542,26.013,2022,British Grand Prix,10
MSC,7.0,95.083,MEDIUM,6.0,2.0,30.117,39.207,25.759,2022,British Grand Prix,10
MSC,8.0,95.677,MEDIUM,7.0,2.0,29.992,39.746,25.939,2022,British Grand Prix,10
MSC,9.0,96.028,MEDIUM,8.0,2.0,30.016,39.804,26.208,2022,British Grand Prix,10
MSC,10.0,95.42,MEDIUM,9.0,2.0,30.316,39.286,25.818,2022,British Grand Prix,10
MSC,11.0,94.999,MEDIUM,10.0,2.0,30.133,38.994,25.872,2022,British Grand Prix,10
MSC,12.0,95.408,MEDIUM,11.0,2.0,30.237,39.367,25.804,2022,British Grand Prix,10
MSC,13.0,95.452,MEDIUM,12.0,2.0,30.176,39.446,25.83,2022,British Grand Prix,10
MSC,14.0,95.222,MEDIUM,13.0,2.0,30.024,39.368,25.83,2022,British Grand Prix,10
MSC,15.0,95.327,MEDIUM,14.0,2.0,29.923,39.419,25.985,2022,British Grand Prix,10
MSC,16.0,94.892,MEDIUM,15.0,2.0,30.123,39.056,25.713,2022,British Grand Prix,10
MSC,17.0,95.449,MEDIUM,16.0,2.0,30.013,39.585,25.851,2022,British Grand Prix,10
MSC,18.0,95.425,MEDIUM,17.0,2.0,29.836,39.53,26.059,2022,British Grand Prix,10
MSC,19.0,94.418,MEDIUM,18.0,2.0,30.083,39.431,24.904,2022,British Grand Prix,10
MSC,21.0,94.469,HARD,2.0,3.0,30.06,38.576,25.833,2022,British Grand Prix,10
MSC,22.0,94.127,HARD,3.0,3.0,29.808,38.512,25.807,2022,British Grand Prix,10
MSC,23.0,94.648,HARD,4.0,3.0,30.085,38.574,25.989,2022,British Grand Prix,10
MSC,24.0,94.725,HARD,5.0,3.0,30.019,38.636,26.07,2022,British Grand Prix,10
MSC,25.0,94.793,HARD,6.0,3.0,30.156,38.7,25.937,2022,British Grand Prix,10
MSC,26.0,93.92,HARD,7.0,3.0,29.909,38.338,25.673,2022,British Grand Prix,10
MSC,27.0,94.017,HARD,8.0,3.0,29.857,38.373,25.787,2022,British Grand Prix,10
MSC,28.0,94.612,HARD,9.0,3.0,29.887,38.942,25.783,2022,British Grand Prix,10
MSC,29.0,95.144,HARD,10.0,3.0,29.918,39.419,25.807,2022,British Grand Prix,10
MSC,30.0,95.006,HARD,11.0,3.0,29.917,39.233,25.856,2022,British Grand Prix,10
MSC,31.0,94.247,HARD,12.0,3.0,29.783,38.689,25.775,2022,British Grand Prix,10
MSC,32.0,94.139,HARD,13.0,3.0,29.786,38.664,25.689,2022,British Grand Prix,10
MSC,33.0,93.979,HARD,14.0,3.0,29.808,38.371,25.8,2022,British Grand Prix,10
MSC,34.0,93.794,HARD,15.0,3.0,29.878,38.146,25.77,2022,British Grand Prix,10
MSC,35.0,93.864,HARD,16.0,3.0,29.808,38.244,25.812,2022,British Grand Prix,10
MSC,36.0,93.796,HARD,17.0,3.0,29.915,38.228,25.653,2022,British Grand Prix,10
MSC,37.0,93.275,HARD,18.0,3.0,29.82,38.11,25.345,2022,British Grand Prix,10
MSC,38.0,93.782,HARD,19.0,3.0,29.795,38.408,25.579,2022,British Grand Prix,10
MSC,41.0,101.44,SOFT,2.0,4.0,31.807,41.053,28.58,2022,British Grand Prix,10
MSC,43.0,93.351,SOFT,4.0,4.0,29.608,38.234,25.509,2022,British Grand Prix,10
MSC,44.0,93.597,SOFT,5.0,4.0,29.823,38.278,25.496,2022,British Grand Prix,10
MSC,45.0,92.29,SOFT,6.0,4.0,29.305,37.713,25.272,2022,British Grand Prix,10
MSC,46.0,92.35,SOFT,7.0,4.0,29.476,37.594,25.28,2022,British Grand Prix,10
MSC,47.0,92.224,SOFT,8.0,4.0,29.501,37.519,25.204,2022,British Grand Prix,10
MSC,48.0,92.109,SOFT,9.0,4.0,29.449,37.445,25.215,2022,British Grand Prix,10
MSC,49.0,92.339,SOFT,10.0,4.0,29.312,37.499,25.528,2022,British Grand Prix,10
MSC,50.0,93.27,SOFT,11.0,4.0,29.513,38.29,25.467,2022,British Grand Prix,10
MSC,51.0,92.74,SOFT,12.0,4.0,29.54,37.737,25.463,2022,British Grand Prix,10
MSC,52.0,93.479,SOFT,13.0,4.0,29.361,38.467,25.651,2022,British Grand Prix,10
VET,4.0,97.594,SOFT,3.0,2.0,30.548,40.442,26.604,2022,British Grand Prix,10
VET,5.0,95.814,SOFT,4.0,2.0,30.013,39.716,26.085,2022,British Grand Prix,10
VET,6.0,94.962,SOFT,5.0,2.0,29.949,39.686,25.327,2022,British Grand Prix,10
VET,8.0,95.155,MEDIUM,4.0,3.0,30.17,38.864,26.121,2022,British Grand Prix,10
VET,9.0,95.178,MEDIUM,5.0,3.0,30.237,38.831,26.11,2022,British Grand Prix,10
VET,10.0,95.024,MEDIUM,6.0,3.0,30.094,38.888,26.042,2022,British Grand Prix,10
VET,11.0,95.052,MEDIUM,7.0,3.0,30.192,38.796,26.064,2022,British Grand Prix,10
VET,12.0,94.911,MEDIUM,8.0,3.0,30.189,38.768,25.954,2022,British Grand Prix,10
VET,13.0,94.912,MEDIUM,9.0,3.0,30.17,38.707,26.035,2022,British Grand Prix,10
VET,14.0,94.82,MEDIUM,10.0,3.0,30.138,38.687,25.995,2022,British Grand Prix,10
VET,15.0,94.816,MEDIUM,11.0,3.0,30.215,38.588,26.013,2022,British Grand Prix,10
VET,16.0,94.828,MEDIUM,12.0,3.0,30.217,38.7,25.911,2022,British Grand Prix,10
VET,17.0,94.75,MEDIUM,13.0,3.0,30.041,38.733,25.976,2022,British Grand Prix,10
VET,18.0,94.712,MEDIUM,14.0,3.0,30.0,38.712,26.0,2022,British Grand Prix,10
VET,19.0,94.609,MEDIUM,15.0,3.0,30.125,38.533,25.951,2022,British Grand Prix,10
VET,20.0,94.658,MEDIUM,16.0,3.0,30.189,38.578,25.891,2022,British Grand Prix,10
VET,21.0,94.652,MEDIUM,17.0,3.0,30.163,38.588,25.901,2022,British Grand Prix,10
VET,22.0,94.379,MEDIUM,18.0,3.0,29.97,38.551,25.858,2022,British Grand Prix,10
VET,23.0,94.417,MEDIUM,19.0,3.0,30.024,38.486,25.907,2022,British Grand Prix,10
VET,24.0,94.706,MEDIUM,20.0,3.0,30.015,38.687,26.004,2022,British Grand Prix,10
VET,25.0,94.598,MEDIUM,21.0,3.0,30.174,38.529,25.895,2022,British Grand Prix,10
VET,26.0,94.258,MEDIUM,22.0,3.0,29.957,38.443,25.858,2022,British Grand Prix,10
VET,27.0,94.293,MEDIUM,23.0,3.0,30.036,38.389,25.868,2022,British Grand Prix,10
VET,28.0,94.448,MEDIUM,24.0,3.0,30.052,38.604,25.792,2022,British Grand Prix,10
VET,29.0,94.361,MEDIUM,25.0,3.0,30.154,38.445,25.762,2022,British Grand Prix,10
VET,30.0,94.238,MEDIUM,26.0,3.0,30.092,38.399,25.747,2022,British Grand Prix,10
VET,31.0,94.325,MEDIUM,27.0,3.0,30.031,38.466,25.828,2022,British Grand Prix,10
VET,32.0,94.394,MEDIUM,28.0,3.0,30.001,38.56,25.833,2022,British Grand Prix,10
VET,33.0,94.272,MEDIUM,29.0,3.0,29.901,38.465,25.906,2022,British Grand Prix,10
VET,34.0,94.258,MEDIUM,30.0,3.0,30.008,38.429,25.821,2022,British Grand Prix,10
VET,35.0,93.985,MEDIUM,31.0,3.0,29.888,38.393,25.704,2022,British Grand Prix,10
VET,36.0,93.997,MEDIUM,32.0,3.0,29.897,38.357,25.743,2022,British Grand Prix,10
VET,37.0,93.709,MEDIUM,33.0,3.0,29.81,38.163,25.736,2022,British Grand Prix,10
VET,38.0,93.71,MEDIUM,34.0,3.0,29.942,38.051,25.717,2022,British Grand Prix,10
VET,43.0,93.605,MEDIUM,6.0,4.0,29.754,38.174,25.677,2022,British Grand Prix,10
VET,44.0,94.04,MEDIUM,7.0,4.0,30.404,38.184,25.452,2022,British Grand Prix,10
VET,45.0,93.679,MEDIUM,8.0,4.0,29.678,38.648,25.353,2022,British Grand Prix,10
VET,46.0,93.317,MEDIUM,9.0,4.0,29.681,37.994,25.642,2022,British Grand Prix,10
