Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Sector1Time,Sector2Time,Sector3Time
VER,32.0,84.918,MEDIUM,7.0,2.0,27.843,29.079,27.996
VER,33.0,85.095,MEDIUM,8.0,2.0,28.065,29.092,27.938
VER,34.0,84.857,MEDIUM,9.0,2.0,28.005,28.883,27.969
VER,35.0,84.831,MEDIUM,10.0,2.0,27.956,28.979,27.896
VER,36.0,84.919,MEDIUM,11.0,2.0,27.915,28.931,28.073
VER,37.0,84.829,MEDIUM,12.0,2.0,27.903,28.985,27.941
VER,38.0,84.745,MEDIUM,13.0,2.0,27.938,28.944,27.863
VER,39.0,84.815,MEDIUM,14.0,2.0,27.847,29.047,27.921
VER,40.0,84.905,MEDIUM,15.0,2.0,27.924,29.041,27.94
VER,41.0,85.078,MEDIUM,16.0,2.0,27.855,28.879,28.344
VER,42.0,84.926,MEDIUM,17.0,2.0,27.894,29.065,27.967
VER,43.0,85.01,MEDIUM,18.0,2.0,27.862,29.086,28.062
VER,44.0,85.122,MEDIUM,19.0,2.0,27.981,29.038,28.103
VER,45.0,84.824,MEDIUM,20.0,2.0,27.789,29.082,27.953
VER,46.0,85.257,MEDIUM,21.0,2.0,28.027,29.164,28.066
VER,47.0,84.75,MEDIUM,22.0,2.0,27.82,28.951,27.979
VER,50.0,100.364,SOFT,2.0,3.0,35.425,32.663,32.276
GAS,2.0,88.201,MEDIUM,2.0,1.0,28.53,30.484,29.187
GAS,3.0,87.625,MEDIUM,3.0,1.0,28.337,30.012,29.276
GAS,4.0,87.365,MEDIUM,4.0,1.0,28.188,29.911,29.266
GAS,5.0,87.534,MEDIUM,5.0,1.0,28.316,30.137,29.081
GAS,6.0,87.316,MEDIUM,6.0,1.0,28.295,29.886,29.135
GAS,7.0,87.368,MEDIUM,7.0,1.0,28.231,29.919,29.218
GAS,8.0,87.232,MEDIUM,8.0,1.0,28.156,29.983,29.093
GAS,9.0,87.534,MEDIUM,9.0,1.0,28.172,30.142,29.22
GAS,10.0,87.606,MEDIUM,10.0,1.0,28.184,30.159,29.263
GAS,11.0,87.449,MEDIUM,11.0,1.0,28.202,30.058,29.189
GAS,13.0,88.402,MEDIUM,13.0,1.0,28.452,30.393,29.557
GAS,14.0,88.309,MEDIUM,14.0,1.0,28.101,30.854,29.354
GAS,15.0,87.628,MEDIUM,15.0,1.0,28.11,30.355,29.163
GAS,16.0,87.528,MEDIUM,16.0,1.0,28.085,30.289,29.154
GAS,17.0,87.722,MEDIUM,17.0,1.0,28.32,30.266,29.136
GAS,18.0,91.609,MEDIUM,18.0,1.0,28.2,30.317,33.092
GAS,20.0,87.469,HARD,3.0,2.0,28.325,29.951,29.193
GAS,21.0,87.447,HARD,4.0,2.0,28.215,30.016,29.216
GAS,22.0,87.33,HARD,5.0,2.0,28.096,30.117,29.117
GAS,23.0,86.946,HARD,6.0,2.0,28.058,29.904,28.984
GAS,24.0,87.026,HARD,7.0,2.0,28.161,29.89,28.975
GAS,25.0,87.074,HARD,8.0,2.0,28.164,29.992,28.918
GAS,26.0,87.196,HARD,9.0,2.0,28.163,30.091,28.942
GAS,27.0,86.916,HARD,10.0,2.0,28.085,29.914,28.917
GAS,28.0,86.891,HARD,11.0,2.0,28.066,29.908,28.917
GAS,29.0,87.108,HARD,12.0,2.0,28.06,29.965,29.083
GAS,30.0,86.718,HARD,13.0,2.0,28.053,29.863,28.802
GAS,31.0,87.564,HARD,14.0,2.0,28.354,30.263,28.947
GAS,32.0,87.509,HARD,15.0,2.0,28.336,30.24,28.933
GAS,33.0,87.08,HARD,16.0,2.0,28.086,30.032,28.962
GAS,34.0,87.093,HARD,17.0,2.0,28.208,29.876,29.009
GAS,35.0,87.023,HARD,18.0,2.0,28.101,29.905,29.017
GAS,36.0,88.619,HARD,19.0,2.0,28.647,30.698,29.274
GAS,37.0,87.632,HARD,20.0,2.0,28.737,30.152,28.743
GAS,38.0,87.047,HARD,21.0,2.0,28.319,29.957,28.771
GAS,39.0,86.932,HARD,22.0,2.0,28.224,29.876,28.832
GAS,40.0,86.949,HARD,23.0,2.0,28.168,29.957,28.824
GAS,41.0,86.721,HARD,24.0,2.0,28.176,29.74,28.805
GAS,42.0,86.817,HARD,25.0,2.0,28.106,29.819,28.892
GAS,43.0,86.734,HARD,26.0,2.0,28.242,29.663,28.829
GAS,44.0,87.055,HARD,27.0,2.0,28.174,29.883,28.998
GAS,45.0,88.377,HARD,28.0,2.0,28.872,30.55,28.955
GAS,46.0,86.744,HARD,29.0,2.0,28.163,29.847,28.734
GAS,51.0,91.926,HARD,34.0,2.0,30.044,30.911,30.971
GAS,52.0,89.512,HARD,35.0,2.0,29.261,30.522,29.729
PER,2.0,90.459,MEDIUM,2.0,1.0,29.248,31.218,29.993
PER,3.0,87.557,MEDIUM,3.0,1.0,28.702,29.808,29.047
PER,4.0,87.263,MEDIUM,4.0,1.0,28.26,30.245,28.758
PER,5.0,87.266,MEDIUM,5.0,1.0,28.231,29.768,29.267
PER,6.0,87.535,MEDIUM,6.0,1.0,28.285,29.925,29.325
PER,7.0,92.185,MEDIUM,7.0,1.0,28.403,29.792,33.99
PER,9.0,87.176,HARD,2.0,2.0,28.529,29.792,28.855
PER,10.0,86.794,HARD,3.0,2.0,28.438,29.589,28.767
PER,11.0,95.458,HARD,4.0,2.0,28.341,29.737,37.38
PER,12.0,100.78,HARD,5.0,2.0,36.795,35.382,28.603
PER,13.0,86.068,HARD,6.0,2.0,28.342,29.367,28.359
PER,14.0,86.154,HARD,7.0,2.0,28.274,29.447,28.433
PER,15.0,86.102,HARD,8.0,2.0,28.253,29.549,28.3
PER,16.0,86.205,HARD,9.0,2.0,28.371,29.416,28.418
PER,17.0,85.969,HARD,10.0,2.0,28.265,29.412,28.292
PER,18.0,86.902,HARD,11.0,2.0,29.018,29.421,28.463
PER,19.0,86.315,HARD,12.0,2.0,28.259,29.56,28.496
PER,20.0,86.346,HARD,13.0,2.0,28.3,29.622,28.424
PER,21.0,87.185,HARD,14.0,2.0,28.416,29.821,28.948
PER,22.0,86.75,HARD,15.0,2.0,28.397,29.858,28.495
PER,23.0,87.262,HARD,16.0,2.0,28.747,29.68,28.835
PER,24.0,86.742,HARD,17.0,2.0,28.526,29.754,28.462
PER,25.0,86.109,HARD,18.0,2.0,28.287,29.585,28.237
PER,26.0,86.255,HARD,19.0,2.0,28.39,29.525,28.34
PER,27.0,86.13,HARD,20.0,2.0,28.292,29.396,28.442
PER,28.0,86.084,HARD,21.0,2.0,28.347,29.355,28.382
PER,29.0,86.096,HARD,22.0,2.0,28.247,29.465,28.384
PER,30.0,86.19,HARD,23.0,2.0,28.282,29.587,28.321
PER,31.0,86.351,HARD,24.0,2.0,28.25,29.677,28.424
PER,32.0,85.985,HARD,25.0,2.0,28.06,29.549,28.376
PER,33.0,87.146,HARD,26.0,2.0,28.174,30.495,28.477
PER,34.0,86.172,HARD,27.0,2.0,28.097,29.681,28.394
PER,35.0,86.025,HARD,28.0,2.0,28.257,29.486,28.282
PER,36.0,86.165,HARD,29.0,2.0,28.234,29.519,28.412
PER,37.0,85.933,HARD,30.0,2.0,28.278,29.407,28.248
PER,38.0,85.868,HARD,31.0,2.0,28.275,29.373,28.22
PER,39.0,85.57,HARD,32.0,2.0,28.158,29.272,28.14
PER,40.0,85.572,HARD,33.0,2.0,28.147,29.234,28.191
PER,41.0,85.7,HARD,34.0,2.0,28.146,29.325,28.229
PER,42.0,89.491,HARD,35.0,2.0,28.189,29.254,32.048
PER,44.0,84.457,SOFT,2.0,3.0,27.913,28.71,27.834
PER,45.0,84.566,SOFT,3.0,3.0,28.037,28.739,27.79
PER,46.0,84.03,SOFT,4.0,3.0,27.89,28.554,27.586
PER,51.0,93.801,SOFT,9.0,3.0,29.614,33.565,30.622
PER,52.0,87.911,SOFT,10.0,3.0,29.04,30.025,28.846
ALO,2.0,88.272,MEDIUM,2.0,1.0,28.465,30.495,29.312
ALO,3.0,87.607,MEDIUM,3.0,1.0,28.518,29.905,29.184
ALO,4.0,87.417,MEDIUM,4.0,1.0,28.187,30.173,29.057
ALO,5.0,87.502,MEDIUM,5.0,1.0,28.244,30.187,29.071
ALO,6.0,87.446,MEDIUM,6.0,1.0,28.15,30.129,29.167
ALO,7.0,87.203,MEDIUM,7.0,1.0,28.092,29.99,29.121
ALO,8.0,87.415,MEDIUM,8.0,1.0,28.118,30.106,29.191
ALO,9.0,87.487,MEDIUM,9.0,1.0,28.09,30.218,29.179
ALO,10.0,87.975,MEDIUM,10.0,1.0,28.519,30.356,29.1
ALO,11.0,87.748,MEDIUM,11.0,1.0,28.344,30.296,29.108
ALO,13.0,87.45,MEDIUM,13.0,1.0,28.047,30.405,28.998
ALO,14.0,88.185,MEDIUM,14.0,1.0,28.237,30.676,29.272
ALO,15.0,87.867,MEDIUM,15.0,1.0,28.24,30.411,29.216
ALO,16.0,87.472,MEDIUM,16.0,1.0,28.212,30.274,28.986
ALO,17.0,87.682,MEDIUM,17.0,1.0,28.214,30.441,29.027
ALO,18.0,88.351,MEDIUM,18.0,1.0,28.848,30.661,28.842
ALO,19.0,87.324,MEDIUM,19.0,1.0,28.181,30.307,28.836
ALO,20.0,87.728,MEDIUM,20.0,1.0,28.239,30.525,28.964
ALO,21.0,87.668,MEDIUM,21.0,1.0,28.269,30.639,28.76
ALO,22.0,87.615,MEDIUM,22.0,1.0,28.363,30.303,28.949
ALO,23.0,88.055,MEDIUM,23.0,1.0,28.33,30.766,28.959
ALO,24.0,87.83,MEDIUM,24.0,1.0,28.491,30.309,29.03
ALO,25.0,87.452,MEDIUM,25.0,1.0,28.374,30.298,28.78
ALO,26.0,87.583,MEDIUM,26.0,1.0,28.375,30.28,28.928
ALO,27.0,88.363,MEDIUM,27.0,1.0,28.988,30.531,28.844
ALO,28.0,87.865,MEDIUM,28.0,1.0,28.133,30.585,29.147
ALO,29.0,87.698,MEDIUM,29.0,1.0,28.365,30.338,28.995
ALO,30.0,87.385,MEDIUM,30.0,1.0,28.338,30.236,28.811
ALO,31.0,93.429,MEDIUM,31.0,1.0,28.486,30.6,34.343
LEC,2.0,86.535,SOFT,2.0,1.0,28.687,29.26,28.588
LEC,3.0,86.352,SOFT,3.0,1.0,28.359,29.434,28.559
LEC,4.0,85.802,SOFT,4.0,1.0,28.202,29.144,28.456
LEC,5.0,85.902,SOFT,5.0,1.0,28.14,29.351,28.411
LEC,6.0,85.559,SOFT,6.0,1.0,28.042,29.215,28.302
LEC,7.0,85.467,SOFT,7.0,1.0,27.946,29.207,28.314
LEC,8.0,85.784,SOFT,8.0,1.0,28.018,29.412,28.354
LEC,9.0,86.092,SOFT,9.0,1.0,28.075,29.516,28.501
LEC,10.0,86.266,SOFT,10.0,1.0,28.171,29.509,28.586
LEC,11.0,85.796,SOFT,11.0,1.0,28.041,29.321,28.434
LEC,14.0,85.257,MEDIUM,2.0,2.0,28.059,28.915,28.283
LEC,15.0,85.631,MEDIUM,3.0,2.0,28.051,29.332,28.248
LEC,16.0,85.428,MEDIUM,4.0,2.0,27.992,29.286,28.15
LEC,17.0,85.145,MEDIUM,5.0,2.0,27.951,29.157,28.037
LEC,18.0,85.428,MEDIUM,6.0,2.0,28.039,29.212,28.177
LEC,19.0,85.664,MEDIUM,7.0,2.0,28.079,29.324,28.261
LEC,20.0,85.525,MEDIUM,8.0,2.0,28.04,29.257,28.228
LEC,21.0,85.473,MEDIUM,9.0,2.0,27.949,29.304,28.22
LEC,22.0,85.641,MEDIUM,10.0,2.0,27.984,29.409,28.248
LEC,23.0,85.471,MEDIUM,11.0,2.0,28.003,29.298,28.17
LEC,24.0,85.365,MEDIUM,12.0,2.0,27.957,29.261,28.147
LEC,25.0,85.225,MEDIUM,13.0,2.0,27.945,29.289,27.991
LEC,26.0,85.507,MEDIUM,14.0,2.0,28.002,29.308,28.197
LEC,27.0,86.04,MEDIUM,15.0,2.0,27.906,29.793,28.341
LEC,28.0,85.683,MEDIUM,16.0,2.0,27.969,29.465,28.249
LEC,29.0,85.512,MEDIUM,17.0,2.0,27.926,29.382,28.204
LEC,30.0,85.602,MEDIUM,18.0,2.0,28.001,29.395,28.206
LEC,31.0,85.769,MEDIUM,19.0,2.0,28.016,29.474,28.279
LEC,32.0,85.962,MEDIUM,20.0,2.0,27.998,29.583,28.381
LEC,33.0,90.03,MEDIUM,21.0,2.0,28.042,29.627,32.361
LEC,35.0,85.228,SOFT,2.0,3.0,28.03,28.966,28.232
LEC,36.0,84.908,SOFT,3.0,3.0,27.957,28.959,27.992
LEC,37.0,84.51,SOFT,4.0,3.0,27.867,28.717,27.926
LEC,38.0,84.336,SOFT,5.0,3.0,27.695,28.749,27.892
LEC,39.0,84.411,SOFT,6.0,3.0,27.723,28.807,27.881
LEC,40.0,84.745,SOFT,7.0,3.0,27.722,29.025,27.998
LEC,41.0,84.522,SOFT,8.0,3.0,27.675,28.86,27.987
LEC,42.0,84.612,SOFT,9.0,3.0,27.671,28.832,28.109
LEC,43.0,84.532,SOFT,10.0,3.0,27.668,28.786,28.078
LEC,44.0,84.793,SOFT,11.0,3.0,27.762,28.877,28.154
LEC,45.0,85.17,SOFT,12.0,3.0,27.747,28.947,28.476
LEC,46.0,84.452,SOFT,13.0,3.0,27.718,28.711,28.023
LEC,47.0,85.325,SOFT,14.0,3.0,27.688,29.283,28.354
LEC,50.0,99.418,SOFT,5.0,4.0,34.128,34.024,31.266
STR,2.0,88.722,MEDIUM,3.0,1.0,28.753,30.494,29.475
STR,3.0,88.096,MEDIUM,4.0,1.0,28.4,30.485,29.211
STR,4.0,87.618,MEDIUM,5.0,1.0,28.241,30.232,29.145
STR,5.0,87.637,MEDIUM,6.0,1.0,28.204,30.125,29.308
STR,6.0,88.499,MEDIUM,7.0,1.0,28.703,30.6,29.196
STR,7.0,87.694,MEDIUM,8.0,1.0,28.176,30.178,29.34
STR,8.0,87.783,MEDIUM,9.0,1.0,28.442,30.16,29.181
STR,9.0,87.902,MEDIUM,10.0,1.0,28.259,30.168,29.475
STR,10.0,88.014,MEDIUM,11.0,1.0,28.387,30.258,29.369
STR,11.0,88.112,MEDIUM,12.0,1.0,28.325,30.26,29.527
STR,13.0,87.931,MEDIUM,14.0,1.0,28.287,30.263,29.381
STR,14.0,87.527,MEDIUM,15.0,1.0,28.304,30.139,29.084
STR,15.0,87.915,MEDIUM,16.0,1.0,28.252,30.408,29.255
STR,16.0,87.824,MEDIUM,17.0,1.0,28.08,30.405,29.339
STR,17.0,88.819,MEDIUM,18.0,1.0,28.839,30.729,29.251
STR,18.0,92.349,MEDIUM,19.0,1.0,28.188,30.43,33.731
STR,20.0,88.51,HARD,3.0,2.0,28.253,30.877,29.38
STR,21.0,88.442,HARD,4.0,2.0,28.638,30.452,29.352
STR,22.0,87.815,HARD,5.0,2.0,28.11,30.285,29.42
STR,23.0,87.595,HARD,6.0,2.0,28.158,30.254,29.183
STR,24.0,88.746,HARD,7.0,2.0,29.095,30.336,29.315
STR,25.0,87.749,HARD,8.0,2.0,28.12,30.33,29.299
STR,26.0,87.704,HARD,9.0,2.0,28.256,30.234,29.214
STR,27.0,87.491,HARD,10.0,2.0,28.241,30.006,29.244
STR,28.0,87.687,HARD,11.0,2.0,28.177,30.027,29.483
STR,29.0,87.583,HARD,12.0,2.0,28.281,30.003,29.299
STR,30.0,87.499,HARD,13.0,2.0,28.238,29.964,29.297
STR,31.0,87.761,HARD,14.0,2.0,28.162,30.259,29.34
STR,32.0,87.641,HARD,15.0,2.0,28.334,30.085,29.222
STR,33.0,87.5,HARD,16.0,2.0,28.201,30.009,29.29
STR,34.0,87.467,HARD,17.0,2.0,28.231,30.031,29.205
STR,35.0,88.234,HARD,18.0,2.0,28.251,30.058,29.925
STR,36.0,88.569,HARD,19.0,2.0,28.179,30.451,29.939
STR,37.0,88.318,HARD,20.0,2.0,28.206,30.17,29.942
STR,38.0,87.475,HARD,21.0,2.0,28.128,30.072,29.275
STR,39.0,94.274,HARD,22.0,2.0,28.066,29.873,36.335
MAG,2.0,89.935,MEDIUM,2.0,1.0,29.23,31.455,29.25
MAG,3.0,88.221,MEDIUM,3.0,1.0,28.782,30.224,29.215
MAG,4.0,89.212,MEDIUM,4.0,1.0,28.972,30.969,29.271
MAG,5.0,88.126,MEDIUM,5.0,1.0,28.799,30.257,29.07
MAG,6.0,87.918,MEDIUM,6.0,1.0,28.701,30.206,29.011
MAG,7.0,87.833,MEDIUM,7.0,1.0,28.689,30.014,29.13
MAG,8.0,88.877,MEDIUM,8.0,1.0,28.899,30.846,29.132
MAG,9.0,88.644,MEDIUM,9.0,1.0,29.079,30.452,29.113
MAG,10.0,87.835,MEDIUM,10.0,1.0,28.442,30.258,29.135
MAG,11.0,88.421,MEDIUM,11.0,1.0,28.595,30.654,29.172
MAG,13.0,88.457,MEDIUM,13.0,1.0,28.934,30.211,29.312
MAG,14.0,88.137,MEDIUM,14.0,1.0,28.544,30.431,29.162
MAG,15.0,88.232,MEDIUM,15.0,1.0,28.776,30.374,29.082
MAG,16.0,88.755,MEDIUM,16.0,1.0,28.968,30.566,29.221
MAG,17.0,88.144,MEDIUM,17.0,1.0,28.576,30.238,29.33
MAG,18.0,88.771,MEDIUM,18.0,1.0,29.129,30.386,29.256
MAG,19.0,87.88,MEDIUM,19.0,1.0,28.427,30.396,29.057
MAG,20.0,89.423,MEDIUM,20.0,1.0,29.227,30.934,29.262
MAG,21.0,88.625,MEDIUM,21.0,1.0,28.758,30.476,29.391
MAG,22.0,88.395,MEDIUM,22.0,1.0,28.753,30.335,29.307
MAG,23.0,88.011,MEDIUM,23.0,1.0,28.635,30.199,29.177
MAG,24.0,92.278,MEDIUM,24.0,1.0,28.618,30.24,33.42
MAG,26.0,87.631,HARD,2.0,2.0,28.633,30.05,28.948
MAG,27.0,88.535,HARD,3.0,2.0,29.142,30.472,28.921
MAG,28.0,87.082,HARD,4.0,2.0,28.482,29.762,28.838
MAG,29.0,86.853,HARD,5.0,2.0,28.404,29.726,28.723
MAG,30.0,87.2,HARD,6.0,2.0,28.584,29.843,28.773
MAG,31.0,87.763,HARD,7.0,2.0,29.056,29.948,28.759
MAG,32.0,86.976,HARD,8.0,2.0,28.378,29.742,28.856
MAG,33.0,87.203,HARD,9.0,2.0,28.525,29.846,28.832
MAG,34.0,87.087,HARD,10.0,2.0,28.495,29.724,28.868
MAG,35.0,87.034,HARD,11.0,2.0,28.512,29.777,28.745
MAG,36.0,87.156,HARD,12.0,2.0,28.592,29.755,28.809
MAG,37.0,86.798,HARD,13.0,2.0,28.508,29.691,28.599
MAG,38.0,87.075,HARD,14.0,2.0,28.556,29.881,28.638
MAG,39.0,87.498,HARD,15.0,2.0,28.447,29.74,29.311
MAG,40.0,87.061,HARD,16.0,2.0,28.522,29.739,28.8
MAG,41.0,87.645,HARD,17.0,2.0,28.794,29.98,28.871
MAG,42.0,87.416,HARD,18.0,2.0,28.749,29.842,28.825
MAG,43.0,88.341,HARD,19.0,2.0,28.491,30.361,29.489
MAG,44.0,87.224,HARD,20.0,2.0,28.39,30.043,28.791
MAG,45.0,87.573,HARD,21.0,2.0,28.789,30.003,28.781
MAG,46.0,97.824,HARD,22.0,2.0,29.084,30.592,38.148
MAG,50.0,93.236,SOFT,4.0,3.0,29.082,34.006,30.148
MAG,51.0,88.536,SOFT,5.0,3.0,28.477,30.487,29.572
TSU,2.0,89.541,MEDIUM,2.0,1.0,28.607,31.213,29.721
TSU,3.0,89.333,MEDIUM,3.0,1.0,29.393,30.508,29.432
TSU,4.0,88.198,MEDIUM,4.0,1.0,29.101,30.177,28.92
TSU,5.0,87.638,MEDIUM,5.0,1.0,28.424,30.173,29.041
TSU,6.0,87.372,MEDIUM,6.0,1.0,28.054,30.418,28.9
TSU,7.0,87.55,MEDIUM,7.0,1.0,28.251,30.188,29.111
TSU,8.0,87.331,MEDIUM,8.0,1.0,28.239,30.141,28.951
TSU,9.0,87.578,MEDIUM,9.0,1.0,28.229,30.261,29.088
TSU,10.0,87.564,MEDIUM,10.0,1.0,28.312,30.267,28.985
TSU,11.0,88.534,MEDIUM,11.0,1.0,28.48,30.826,29.228
TSU,13.0,87.377,MEDIUM,13.0,1.0,28.238,30.099,29.04
TSU,14.0,87.591,MEDIUM,14.0,1.0,28.29,30.213,29.088
TSU,15.0,87.51,MEDIUM,15.0,1.0,28.182,30.237,29.091
TSU,16.0,87.405,MEDIUM,16.0,1.0,28.144,30.232,29.029
TSU,17.0,87.5,MEDIUM,17.0,1.0,28.164,30.139,29.197
TSU,18.0,87.927,MEDIUM,18.0,1.0,28.182,30.521,29.224
TSU,19.0,92.068,MEDIUM,19.0,1.0,28.416,30.325,33.327
TSU,21.0,87.243,HARD,3.0,2.0,28.064,30.137,29.042
TSU,22.0,87.53,HARD,4.0,2.0,28.427,30.103,29.0
TSU,23.0,87.272,HARD,5.0,2.0,28.268,30.047,28.957
TSU,24.0,87.256,HARD,6.0,2.0,28.344,30.034,28.878
TSU,25.0,87.329,HARD,7.0,2.0,28.3,30.0,29.029
TSU,26.0,87.372,HARD,8.0,2.0,28.362,29.975,29.035
TSU,27.0,87.217,HARD,9.0,2.0,28.254,30.026,28.937
TSU,28.0,86.897,HARD,10.0,2.0,28.12,29.827,28.95
TSU,29.0,87.083,HARD,11.0,2.0,28.186,29.874,29.023
TSU,30.0,87.186,HARD,12.0,2.0,28.248,30.035,28.903
TSU,31.0,87.227,HARD,13.0,2.0,28.186,29.992,29.049
TSU,32.0,87.075,HARD,14.0,2.0,28.225,29.993,28.857
TSU,33.0,87.032,HARD,15.0,2.0,28.219,29.876,28.937
TSU,34.0,87.105,HARD,16.0,2.0,28.168,30.02,28.917
TSU,35.0,87.017,HARD,17.0,2.0,28.027,29.974,29.016
TSU,36.0,87.043,HARD,18.0,2.0,28.193,29.92,28.93
TSU,37.0,87.075,HARD,19.0,2.0,28.221,29.944,28.91
TSU,38.0,86.93,HARD,20.0,2.0,28.158,29.949,28.823
TSU,39.0,86.99,HARD,21.0,2.0,28.124,29.892,28.974
TSU,40.0,87.86,HARD,22.0,2.0,28.142,29.911,29.807
TSU,41.0,87.268,HARD,23.0,2.0,28.086,30.115,29.067
TSU,42.0,87.286,HARD,24.0,2.0,28.165,29.984,29.137
TSU,43.0,86.857,HARD,25.0,2.0,28.067,29.889,28.901
TSU,44.0,87.136,HARD,26.0,2.0,28.158,29.95,29.028
TSU,45.0,87.877,HARD,27.0,2.0,28.221,30.027,29.629
TSU,46.0,87.742,HARD,28.0,2.0,28.318,30.259,29.165
TSU,49.0,92.703,SOFT,2.0,3.0,30.134,31.648,30.921
ZHO,2.0,88.445,MEDIUM,2.0,1.0,28.351,30.834,29.26
ZHO,3.0,87.989,MEDIUM,3.0,1.0,28.386,30.215,29.388
ZHO,4.0,87.296,MEDIUM,4.0,1.0,28.154,29.924,29.218
ZHO,5.0,87.546,MEDIUM,5.0,1.0,28.151,30.265,29.13
ZHO,6.0,87.369,MEDIUM,6.0,1.0,28.141,29.964,29.264
ZHO,7.0,87.3,MEDIUM,7.0,1.0,28.108,29.973,29.219
ZHO,8.0,87.953,MEDIUM,8.0,1.0,28.516,30.196,29.241
ZHO,9.0,87.651,MEDIUM,9.0,1.0,28.161,30.216,29.274
ZHO,10.0,87.471,MEDIUM,10.0,1.0,27.896,30.248,29.327
ZHO,11.0,87.709,MEDIUM,11.0,1.0,28.033,30.319,29.357
ZHO,13.0,87.247,MEDIUM,13.0,1.0,28.111,30.034,29.102
ZHO,14.0,87.611,MEDIUM,14.0,1.0,28.057,30.24,29.314
ZHO,15.0,88.143,MEDIUM,15.0,1.0,28.226,30.571,29.346
ZHO,16.0,87.771,MEDIUM,16.0,1.0,28.113,30.26,29.398
ZHO,17.0,87.774,MEDIUM,17.0,1.0,28.292,30.202,29.28
ZHO,18.0,92.22,MEDIUM,18.0,1.0,28.092,30.339,33.789
ZHO,20.0,87.075,HARD,2.0,2.0,28.213,29.914,28.948
ZHO,21.0,86.598,HARD,3.0,2.0,27.974,29.68,28.944
ZHO,22.0,87.281,HARD,4.0,2.0,28.103,30.104,29.074
ZHO,23.0,87.155,HARD,5.0,2.0,28.23,29.991,28.934
ZHO,24.0,86.996,HARD,6.0,2.0,28.104,30.027,28.865
ZHO,25.0,86.763,HARD,7.0,2.0,28.11,29.864,28.789
ZHO,26.0,86.93,HARD,8.0,2.0,28.117,30.046,28.767
ZHO,27.0,86.904,HARD,9.0,2.0,28.096,29.994,28.814
ZHO,28.0,86.842,HARD,10.0,2.0,28.083,29.915,28.844
ZHO,29.0,86.824,HARD,11.0,2.0,28.051,29.969,28.804
ZHO,30.0,87.098,HARD,12.0,2.0,28.166,30.036,28.896
ZHO,31.0,86.927,HARD,13.0,2.0,28.114,29.947,28.866
ZHO,32.0,87.421,HARD,14.0,2.0,28.199,30.275,28.947
ZHO,33.0,86.896,HARD,15.0,2.0,28.098,29.83,28.968
ZHO,34.0,87.383,HARD,16.0,2.0,28.153,30.25,28.98
ZHO,35.0,87.592,HARD,17.0,2.0,28.53,30.075,28.987
ZHO,36.0,87.669,HARD,18.0,2.0,28.072,30.292,29.305
ZHO,37.0,87.278,HARD,19.0,2.0,28.204,30.313,28.761
ZHO,38.0,87.156,HARD,20.0,2.0,28.083,30.247,28.826
ZHO,39.0,87.224,HARD,21.0,2.0,28.25,30.21,28.764
ZHO,40.0,86.991,HARD,22.0,2.0,28.153,29.959,28.879
ZHO,41.0,86.361,HARD,23.0,2.0,27.972,29.822,28.567
ZHO,42.0,87.208,HARD,24.0,2.0,28.078,30.236,28.894
ZHO,43.0,87.411,HARD,25.0,2.0,28.14,30.054,29.217
