Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Sector1Time,Sector2Time,Sector3Time
ALB,26.0,81.02,HARD,10.0,2.0,24.071,32.551,24.398
ALB,27.0,80.762,HARD,11.0,2.0,23.971,32.4,24.391
ALB,28.0,81.033,HARD,12.0,2.0,24.01,32.613,24.41
ALB,29.0,80.895,HARD,13.0,2.0,23.959,32.542,24.394
ALB,30.0,80.671,HARD,14.0,2.0,23.9,32.39,24.381
ALB,31.0,80.912,HARD,15.0,2.0,23.974,32.604,24.334
ALB,32.0,82.413,HARD,16.0,2.0,24.908,32.918,24.587
ALB,33.0,81.221,HARD,17.0,2.0,23.992,32.749,24.48
ALB,34.0,81.159,HARD,18.0,2.0,24.074,32.625,24.46
ALB,35.0,80.941,HARD,19.0,2.0,23.915,32.613,24.413
ALB,36.0,81.342,HARD,20.0,2.0,23.98,32.788,24.574
ALB,37.0,86.232,HARD,21.0,2.0,24.164,33.239,28.829
ALB,39.0,79.77,MEDIUM,2.0,3.0,23.864,31.942,23.964
ALB,40.0,79.546,MEDIUM,3.0,3.0,23.776,31.926,23.844
ALB,41.0,79.5,MEDIUM,4.0,3.0,23.673,31.942,23.885
ALB,42.0,79.639,MEDIUM,5.0,3.0,23.805,32.035,23.799
ALB,43.0,79.836,MEDIUM,6.0,3.0,23.815,31.995,24.026
ALB,44.0,79.758,MEDIUM,7.0,3.0,23.782,31.941,24.035
ALB,45.0,79.654,MEDIUM,8.0,3.0,23.784,31.988,23.882
ALB,46.0,79.62,MEDIUM,9.0,3.0,23.714,31.996,23.91
ALB,47.0,79.525,MEDIUM,10.0,3.0,23.609,32.001,23.915
ALB,48.0,79.426,MEDIUM,11.0,3.0,23.699,31.874,23.853
ALB,49.0,79.712,MEDIUM,12.0,3.0,23.672,31.989,24.051
ALB,50.0,79.65,MEDIUM,13.0,3.0,23.649,31.998,24.003
ALB,51.0,79.447,MEDIUM,14.0,3.0,23.635,31.872,23.94
ALB,52.0,79.39,MEDIUM,15.0,3.0,23.538,31.915,23.937
ALB,53.0,79.327,MEDIUM,16.0,3.0,23.595,31.849,23.883
ALB,54.0,79.347,MEDIUM,17.0,3.0,23.614,31.883,23.85
ALB,55.0,79.415,MEDIUM,18.0,3.0,23.531,32.004,23.88
ALB,56.0,79.343,MEDIUM,19.0,3.0,23.603,31.849,23.891
ALB,57.0,79.189,MEDIUM,20.0,3.0,23.514,31.846,23.829
ALB,58.0,79.248,MEDIUM,21.0,3.0,23.522,31.898,23.828
ALB,59.0,79.133,MEDIUM,22.0,3.0,23.536,31.764,23.833
ALB,60.0,79.26,MEDIUM,23.0,3.0,23.528,31.856,23.876
ALB,61.0,80.461,MEDIUM,24.0,3.0,24.485,32.096,23.88
ALB,62.0,79.647,MEDIUM,25.0,3.0,23.57,32.101,23.976
ALB,63.0,79.374,MEDIUM,26.0,3.0,23.398,32.039,23.937
ALB,64.0,79.307,MEDIUM,27.0,3.0,23.312,31.963,24.032
ALB,65.0,79.419,MEDIUM,28.0,3.0,23.404,32.022,23.993
NOR,3.0,80.072,HARD,2.0,2.0,24.096,31.99,23.986
NOR,4.0,80.051,HARD,3.0,2.0,24.014,32.093,23.944
NOR,5.0,80.241,HARD,4.0,2.0,24.045,32.122,24.074
NOR,6.0,81.022,HARD,5.0,2.0,24.362,32.411,24.249
NOR,7.0,80.818,HARD,6.0,2.0,24.073,32.471,24.274
NOR,8.0,80.807,HARD,7.0,2.0,24.077,32.374,24.356
NOR,9.0,81.17,HARD,8.0,2.0,24.369,32.433,24.368
NOR,10.0,82.136,HARD,9.0,2.0,24.53,32.959,24.647
NOR,11.0,81.956,HARD,10.0,2.0,24.475,32.878,24.603
NOR,12.0,81.641,HARD,11.0,2.0,24.327,32.747,24.567
NOR,13.0,81.744,HARD,12.0,2.0,24.394,32.797,24.553
NOR,14.0,81.093,HARD,13.0,2.0,24.152,32.555,24.386
NOR,15.0,81.359,HARD,14.0,2.0,24.196,32.612,24.551
NOR,16.0,81.782,HARD,15.0,2.0,24.351,32.846,24.585
NOR,17.0,82.536,HARD,16.0,2.0,24.516,33.204,24.816
NOR,18.0,81.694,HARD,17.0,2.0,24.367,32.737,24.59
NOR,19.0,81.746,HARD,18.0,2.0,24.447,32.732,24.567
NOR,20.0,81.428,HARD,19.0,2.0,24.177,32.728,24.523
NOR,21.0,81.589,HARD,20.0,2.0,24.256,32.728,24.605
NOR,22.0,85.334,HARD,21.0,2.0,24.272,32.773,28.289
NOR,24.0,79.705,MEDIUM,2.0,3.0,24.06,31.854,23.791
NOR,25.0,80.056,MEDIUM,3.0,3.0,23.954,31.998,24.104
NOR,26.0,79.975,MEDIUM,4.0,3.0,23.817,32.03,24.128
NOR,27.0,79.88,MEDIUM,5.0,3.0,23.877,32.0,24.003
NOR,28.0,80.091,MEDIUM,6.0,3.0,23.906,32.08,24.105
NOR,29.0,80.076,MEDIUM,7.0,3.0,23.92,31.923,24.233
NOR,30.0,80.125,MEDIUM,8.0,3.0,23.864,32.012,24.249
NOR,31.0,80.117,MEDIUM,9.0,3.0,23.917,32.057,24.143
NOR,32.0,79.942,MEDIUM,10.0,3.0,23.818,31.93,24.194
NOR,33.0,79.803,MEDIUM,11.0,3.0,23.742,31.967,24.094
NOR,34.0,80.248,MEDIUM,12.0,3.0,23.942,32.106,24.2
NOR,35.0,80.288,MEDIUM,13.0,3.0,23.771,32.208,24.309
NOR,36.0,80.499,MEDIUM,14.0,3.0,23.913,32.195,24.391
NOR,37.0,80.461,MEDIUM,15.0,3.0,23.739,32.176,24.546
NOR,38.0,82.135,MEDIUM,16.0,3.0,25.163,32.698,24.274
NOR,39.0,80.469,MEDIUM,17.0,3.0,23.701,32.383,24.385
NOR,40.0,79.881,MEDIUM,18.0,3.0,23.342,32.286,24.253
NOR,41.0,80.992,MEDIUM,19.0,3.0,24.409,32.353,24.23
NOR,42.0,80.707,MEDIUM,20.0,3.0,23.861,32.519,24.327
NOR,43.0,79.576,MEDIUM,21.0,3.0,23.25,32.192,24.134
NOR,44.0,79.865,MEDIUM,22.0,3.0,23.643,32.084,24.138
NOR,45.0,79.925,MEDIUM,23.0,3.0,23.667,32.204,24.054
NOR,46.0,79.896,MEDIUM,24.0,3.0,23.616,32.168,24.112
NOR,47.0,80.146,MEDIUM,25.0,3.0,23.689,32.293,24.164
NOR,48.0,79.863,MEDIUM,26.0,3.0,23.61,32.159,24.094
NOR,49.0,79.826,MEDIUM,27.0,3.0,23.696,31.999,24.131
NOR,50.0,83.934,MEDIUM,28.0,3.0,23.69,32.187,28.057
NOR,52.0,78.809,SOFT,5.0,4.0,23.482,31.448,23.879
NOR,53.0,77.287,SOFT,6.0,4.0,22.745,31.053,23.489
NOR,54.0,78.746,SOFT,7.0,4.0,23.394,31.345,24.007
NOR,55.0,77.182,SOFT,8.0,4.0,22.639,31.131,23.412
NOR,56.0,77.939,SOFT,9.0,4.0,23.198,31.218,23.523
NOR,57.0,78.16,SOFT,10.0,4.0,23.151,31.336,23.673
NOR,58.0,78.412,SOFT,11.0,4.0,23.197,31.523,23.692
NOR,59.0,80.534,SOFT,12.0,4.0,23.184,33.324,24.026
NOR,60.0,80.532,SOFT,13.0,4.0,24.307,32.202,24.023
NOR,61.0,79.503,SOFT,14.0,4.0,23.518,32.011,23.974
NOR,62.0,79.43,SOFT,15.0,4.0,23.533,31.944,23.953
NOR,63.0,79.36,SOFT,16.0,4.0,23.553,31.935,23.872
NOR,64.0,79.022,SOFT,17.0,4.0,23.381,31.863,23.778
NOR,65.0,78.833,SOFT,18.0,4.0,23.362,31.657,23.814
MAG,2.0,82.725,SOFT,2.0,1.0,24.65,33.437,24.638
MAG,3.0,81.836,SOFT,3.0,1.0,24.299,32.957,24.58
MAG,4.0,82.097,SOFT,4.0,1.0,24.199,33.314,24.584
MAG,5.0,81.294,SOFT,5.0,1.0,23.911,32.773,24.61
MAG,6.0,81.593,SOFT,6.0,1.0,23.935,32.741,24.917
MAG,7.0,82.354,SOFT,7.0,1.0,23.925,33.389,25.04
MAG,8.0,82.486,SOFT,8.0,1.0,24.22,33.261,25.005
MAG,9.0,81.53,SOFT,9.0,1.0,23.815,32.899,24.816
MAG,10.0,86.652,SOFT,10.0,1.0,25.021,33.106,28.525
MAG,12.0,80.176,MEDIUM,2.0,2.0,23.449,32.423,24.304
MAG,13.0,80.504,MEDIUM,3.0,2.0,23.596,32.49,24.418
MAG,14.0,80.706,MEDIUM,4.0,2.0,23.544,32.609,24.553
MAG,15.0,81.069,MEDIUM,5.0,2.0,24.043,32.569,24.457
MAG,16.0,81.119,MEDIUM,6.0,2.0,24.026,32.542,24.551
MAG,17.0,81.203,MEDIUM,7.0,2.0,23.969,32.663,24.571
MAG,18.0,81.031,MEDIUM,8.0,2.0,23.978,32.567,24.486
MAG,19.0,81.719,MEDIUM,9.0,2.0,23.947,32.65,25.122
MAG,20.0,81.51,MEDIUM,10.0,2.0,24.005,32.885,24.62
MAG,21.0,81.662,MEDIUM,11.0,2.0,24.26,32.641,24.761
MAG,22.0,81.631,MEDIUM,12.0,2.0,24.255,32.709,24.667
MAG,23.0,81.847,MEDIUM,13.0,2.0,24.306,32.934,24.607
MAG,24.0,85.931,MEDIUM,14.0,2.0,24.362,33.105,28.464
MAG,26.0,79.412,HARD,2.0,3.0,23.788,31.76,23.864
MAG,27.0,79.009,HARD,3.0,3.0,23.578,31.669,23.762
MAG,28.0,79.264,HARD,4.0,3.0,23.482,31.765,24.017
MAG,29.0,79.627,HARD,5.0,3.0,23.642,31.94,24.045
MAG,30.0,79.734,HARD,6.0,3.0,23.628,31.94,24.166
MAG,31.0,79.98,HARD,7.0,3.0,23.539,32.222,24.219
MAG,32.0,80.401,HARD,8.0,3.0,23.56,32.384,24.457
MAG,33.0,80.774,HARD,9.0,3.0,23.87,32.539,24.365
MAG,34.0,80.679,HARD,10.0,3.0,23.671,32.672,24.336
MAG,35.0,80.085,HARD,11.0,3.0,23.596,32.381,24.108
MAG,36.0,80.459,HARD,12.0,3.0,23.752,32.385,24.322
MAG,37.0,81.792,HARD,13.0,3.0,23.701,33.249,24.842
MAG,38.0,81.479,HARD,14.0,3.0,23.994,32.887,24.598
MAG,39.0,79.939,HARD,15.0,3.0,23.322,32.34,24.277
MAG,40.0,82.531,HARD,16.0,3.0,24.306,33.887,24.338
MAG,41.0,80.194,HARD,17.0,3.0,23.682,32.283,24.229
MAG,42.0,86.156,HARD,18.0,3.0,24.8,32.936,28.42
MAG,44.0,78.069,MEDIUM,2.0,4.0,23.35,31.319,23.4
MAG,45.0,78.282,MEDIUM,3.0,4.0,23.25,31.446,23.586
MAG,46.0,78.851,MEDIUM,4.0,4.0,23.366,31.7,23.785
MAG,47.0,79.166,MEDIUM,5.0,4.0,23.455,31.806,23.905
MAG,48.0,78.7,MEDIUM,6.0,4.0,23.03,31.935,23.735
MAG,49.0,79.105,MEDIUM,7.0,4.0,23.381,31.872,23.852
MAG,50.0,78.98,MEDIUM,8.0,4.0,23.376,31.833,23.771
MAG,51.0,79.101,MEDIUM,9.0,4.0,23.302,31.872,23.927
MAG,52.0,79.345,MEDIUM,10.0,4.0,23.314,32.024,24.007
MAG,53.0,79.396,MEDIUM,11.0,4.0,23.365,31.989,24.042
MAG,54.0,79.311,MEDIUM,12.0,4.0,23.402,31.895,24.014
MAG,55.0,79.187,MEDIUM,13.0,4.0,23.378,31.916,23.893
MAG,56.0,79.389,MEDIUM,14.0,4.0,23.412,31.993,23.984
MAG,57.0,79.199,MEDIUM,15.0,4.0,23.327,31.916,23.956
MAG,58.0,79.397,MEDIUM,16.0,4.0,23.386,32.006,24.005
MAG,59.0,81.015,MEDIUM,17.0,4.0,23.428,32.132,25.455
MAG,60.0,80.31,MEDIUM,18.0,4.0,24.185,32.138,23.987
MAG,61.0,79.492,MEDIUM,19.0,4.0,23.565,31.99,23.937
MAG,62.0,79.407,MEDIUM,20.0,4.0,23.57,31.904,23.933
MAG,63.0,79.496,MEDIUM,21.0,4.0,23.509,31.961,24.026
MAG,64.0,82.711,MEDIUM,22.0,4.0,24.443,33.709,24.559
MAG,65.0,83.209,MEDIUM,23.0,4.0,24.454,34.115,24.64
BOT,2.0,83.122,SOFT,2.0,1.0,24.701,33.682,24.739
BOT,3.0,82.033,SOFT,3.0,1.0,24.447,33.082,24.504
BOT,4.0,82.24,SOFT,4.0,1.0,24.045,33.329,24.866
BOT,5.0,85.549,SOFT,5.0,1.0,23.924,33.137,28.488
BOT,7.0,80.188,HARD,2.0,2.0,24.131,32.036,24.021
BOT,8.0,79.955,HARD,3.0,2.0,23.965,32.016,23.974
BOT,9.0,80.485,HARD,4.0,2.0,24.288,32.12,24.077
BOT,10.0,82.633,HARD,5.0,2.0,24.922,32.93,24.781
BOT,11.0,81.56,HARD,6.0,2.0,24.299,32.703,24.558
BOT,12.0,81.19,HARD,7.0,2.0,24.167,32.583,24.44
BOT,13.0,80.805,HARD,8.0,2.0,24.004,32.445,24.356
BOT,14.0,82.361,HARD,9.0,2.0,24.872,33.027,24.462
BOT,15.0,82.934,HARD,10.0,2.0,25.058,33.165,24.711
BOT,16.0,81.922,HARD,11.0,2.0,24.34,32.895,24.687
BOT,17.0,81.789,HARD,12.0,2.0,24.244,32.934,24.611
BOT,18.0,81.419,HARD,13.0,2.0,24.225,32.661,24.533
BOT,19.0,81.578,HARD,14.0,2.0,24.222,32.784,24.572
BOT,20.0,83.449,HARD,15.0,2.0,25.21,33.554,24.685
BOT,21.0,81.727,HARD,16.0,2.0,24.392,32.692,24.643
BOT,22.0,81.807,HARD,17.0,2.0,24.392,32.687,24.728
BOT,23.0,81.673,HARD,18.0,2.0,24.305,32.698,24.67
BOT,24.0,81.559,HARD,19.0,2.0,24.302,32.658,24.599
BOT,25.0,81.219,HARD,20.0,2.0,24.169,32.601,24.449
BOT,26.0,81.205,HARD,21.0,2.0,24.179,32.6,24.426
BOT,27.0,81.15,HARD,22.0,2.0,24.176,32.485,24.489
BOT,28.0,81.253,HARD,23.0,2.0,24.132,32.702,24.419
BOT,29.0,81.141,HARD,24.0,2.0,24.126,32.542,24.473
BOT,30.0,80.866,HARD,25.0,2.0,24.113,32.325,24.428
BOT,31.0,80.928,HARD,26.0,2.0,24.153,32.398,24.377
BOT,32.0,81.081,HARD,27.0,2.0,24.2,32.409,24.472
BOT,33.0,81.425,HARD,28.0,2.0,24.214,32.751,24.46
BOT,34.0,83.001,HARD,29.0,2.0,25.079,33.056,24.866
BOT,35.0,81.606,HARD,30.0,2.0,24.365,32.655,24.586
BOT,36.0,81.789,HARD,31.0,2.0,24.337,32.805,24.647
BOT,37.0,83.289,HARD,32.0,2.0,25.153,33.334,24.802
BOT,38.0,81.948,HARD,33.0,2.0,24.447,32.839,24.662
BOT,39.0,87.553,HARD,34.0,2.0,24.774,34.249,28.53
BOT,41.0,80.472,HARD,2.0,3.0,24.146,32.24,24.086
BOT,42.0,79.706,HARD,3.0,3.0,23.895,31.981,23.83
BOT,43.0,80.158,HARD,4.0,3.0,24.094,32.018,24.046
BOT,44.0,82.064,HARD,5.0,3.0,25.213,32.782,24.069
BOT,45.0,79.292,HARD,6.0,3.0,23.613,31.823,23.856
BOT,46.0,78.885,HARD,7.0,3.0,23.335,31.737,23.813
BOT,47.0,78.956,HARD,8.0,3.0,23.219,31.77,23.967
BOT,48.0,79.498,HARD,9.0,3.0,23.431,32.016,24.051
BOT,49.0,79.208,HARD,10.0,3.0,23.387,31.961,23.86
BOT,50.0,78.242,HARD,11.0,3.0,22.949,31.402,23.891
BOT,51.0,79.231,HARD,12.0,3.0,23.664,31.676,23.891
BOT,52.0,79.531,HARD,13.0,3.0,23.817,31.722,23.992
BOT,53.0,81.381,HARD,14.0,3.0,24.073,32.923,24.385
BOT,54.0,80.104,HARD,15.0,3.0,24.019,31.926,24.159
BOT,55.0,79.523,HARD,16.0,3.0,23.742,31.981,23.8
BOT,56.0,81.435,HARD,17.0,3.0,24.511,32.836,24.088
BOT,57.0,79.922,HARD,18.0,3.0,24.0,31.882,24.04
BOT,58.0,81.352,HARD,19.0,3.0,23.803,33.282,24.267
BOT,59.0,79.359,HARD,20.0,3.0,23.633,31.755,23.971
BOT,60.0,79.704,HARD,21.0,3.0,23.364,32.237,24.103
BOT,61.0,78.959,HARD,22.0,3.0,23.312,31.765,23.882
BOT,62.0,79.72,HARD,23.0,3.0,23.836,31.919,23.965
BOT,63.0,79.774,HARD,24.0,3.0,23.838,31.915,24.021
BOT,64.0,82.619,HARD,25.0,3.0,24.147,33.954,24.518
BOT,65.0,80.781,HARD,26.0,3.0,23.817,32.172,24.792
SAR,2.0,82.426,MEDIUM,2.0,1.0,24.533,33.027,24.866
SAR,3.0,82.124,MEDIUM,3.0,1.0,24.332,33.107,24.685
SAR,4.0,83.489,MEDIUM,4.0,1.0,25.389,33.187,24.913
SAR,5.0,82.011,MEDIUM,5.0,1.0,24.298,32.948,24.765
SAR,6.0,81.665,MEDIUM,6.0,1.0,24.15,32.855,24.66
SAR,7.0,82.229,MEDIUM,7.0,1.0,24.307,32.992,24.93
SAR,8.0,82.16,MEDIUM,8.0,1.0,24.276,33.059,24.825
SAR,9.0,82.317,MEDIUM,9.0,1.0,24.286,33.124,24.907
SAR,10.0,82.595,MEDIUM,10.0,1.0,24.335,33.301,24.959
SAR,11.0,82.45,MEDIUM,11.0,1.0,24.268,33.274,24.908
SAR,12.0,82.16,MEDIUM,12.0,1.0,24.231,33.025,24.904
SAR,13.0,81.968,MEDIUM,13.0,1.0,24.077,33.054,24.837
SAR,14.0,82.188,MEDIUM,14.0,1.0,24.245,33.129,24.814
SAR,15.0,82.998,MEDIUM,15.0,1.0,24.345,33.249,25.404
SAR,16.0,82.913,MEDIUM,16.0,1.0,24.266,33.215,25.432
SAR,17.0,86.858,MEDIUM,17.0,1.0,24.2,33.822,28.836
SAR,19.0,80.458,HARD,2.0,2.0,23.931,32.293,24.234
SAR,20.0,80.615,HARD,3.0,2.0,23.901,32.435,24.279
SAR,21.0,80.676,HARD,4.0,2.0,23.829,32.418,24.429
SAR,22.0,80.636,HARD,5.0,2.0,23.811,32.485,24.34
SAR,23.0,80.672,HARD,6.0,2.0,23.752,32.466,24.454
SAR,24.0,80.994,HARD,7.0,2.0,23.821,32.778,24.395
SAR,25.0,81.033,HARD,8.0,2.0,23.882,32.69,24.461
SAR,26.0,81.004,HARD,9.0,2.0,23.84,32.72,24.444
SAR,27.0,80.762,HARD,10.0,2.0,23.72,32.553,24.489
SAR,28.0,80.834,HARD,11.0,2.0,23.793,32.585,24.456
SAR,29.0,80.844,HARD,12.0,2.0,23.827,32.665,24.352
SAR,30.0,80.946,HARD,13.0,2.0,23.856,32.625,24.465
SAR,31.0,82.182,HARD,14.0,2.0,24.46,33.086,24.636
SAR,32.0,81.19,HARD,15.0,2.0,23.979,32.767,24.444
SAR,33.0,81.224,HARD,16.0,2.0,23.932,32.782,24.51
SAR,34.0,81.054,HARD,17.0,2.0,23.924,32.644,24.486
SAR,35.0,82.383,HARD,18.0,2.0,24.732,33.033,24.618
SAR,36.0,84.804,HARD,19.0,2.0,23.828,32.943,28.033
SAR,38.0,79.318,HARD,2.0,3.0,23.625,31.851,23.842
SAR,39.0,79.622,HARD,3.0,3.0,23.618,32.03,23.974
SAR,40.0,79.603,HARD,4.0,3.0,23.56,32.149,23.894
SAR,41.0,79.247,HARD,5.0,3.0,23.448,31.914,23.885
SAR,42.0,79.62,HARD,6.0,3.0,23.582,32.082,23.956
SAR,43.0,79.805,HARD,7.0,3.0,23.583,32.145,24.077
SAR,44.0,79.835,HARD,8.0,3.0,23.677,32.176,23.982
SAR,45.0,79.835,HARD,9.0,3.0,23.579,32.215,24.041
SAR,46.0,79.653,HARD,10.0,3.0,23.562,32.143,23.948
SAR,47.0,79.646,HARD,11.0,3.0,23.549,32.098,23.999
SAR,48.0,80.875,HARD,12.0,3.0,24.276,32.516,24.083
SAR,49.0,80.052,HARD,13.0,3.0,23.55,32.201,24.301
SAR,50.0,80.019,HARD,14.0,3.0,23.608,32.193,24.218
SAR,51.0,79.942,HARD,15.0,3.0,23.595,32.178,24.169
SAR,52.0,79.943,HARD,16.0,3.0,23.595,32.093,24.255
SAR,53.0,79.943,HARD,17.0,3.0,23.67,32.102,24.171
SAR,54.0,79.72,HARD,18.0,3.0,23.684,32.023,24.013
SAR,55.0,81.834,HARD,19.0,3.0,23.979,33.579,24.276
SAR,56.0,79.827,HARD,20.0,3.0,23.568,32.211,24.048
SAR,57.0,80.009,HARD,21.0,3.0,23.588,32.278,24.143
SAR,58.0,82.807,HARD,22.0,3.0,25.786,32.71,24.311
SAR,59.0,81.829,HARD,23.0,3.0,23.68,33.112,25.037
SAR,60.0,80.119,HARD,24.0,3.0,23.584,32.285,24.25
SAR,61.0,81.28,HARD,25.0,3.0,24.354,32.587,24.339
SAR,62.0,82.134,HARD,26.0,3.0,23.675,33.473,24.986
SAR,63.0,80.42,HARD,27.0,3.0,23.634,32.486,24.3
SAR,64.0,79.98,HARD,28.0,3.0,23.602,32.127,24.251
SAR,65.0,80.254,HARD,29.0,3.0,23.633,32.186,24.435
