Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Sector1Time,Sector2Time,Sector3Time,Year,Event,Round
ALO,32.0,98.559,MEDIUM,33.0,1.0,29.731,37.467,31.361,2023,British Grand Prix,10
ALO,39.0,92.32,SOFT,9.0,2.0,29.309,37.273,25.738,2023,British Grand Prix,10
ALO,40.0,91.691,SOFT,10.0,2.0,29.268,37.03,25.393,2023,British Grand Prix,10
ALO,41.0,91.652,SOFT,11.0,2.0,29.164,37.087,25.401,2023,British Grand Prix,10
ALO,42.0,91.829,SOFT,12.0,2.0,29.264,37.063,25.502,2023,British Grand Prix,10
ALO,43.0,91.747,SOFT,13.0,2.0,29.351,36.95,25.446,2023,British Grand Prix,10
ALO,44.0,92.131,SOFT,14.0,2.0,29.444,37.102,25.585,2023,British Grand Prix,10
ALO,45.0,92.036,SOFT,15.0,2.0,29.361,37.053,25.622,2023,British Grand Prix,10
ALO,46.0,92.891,SOFT,16.0,2.0,29.365,37.132,26.394,2023,British Grand Prix,10
ALO,47.0,91.828,SOFT,17.0,2.0,29.292,37.162,25.374,2023,British Grand Prix,10
ALO,48.0,91.338,SOFT,18.0,2.0,29.103,36.926,25.309,2023,British Grand Prix,10
ALO,49.0,92.075,SOFT,19.0,2.0,29.414,37.105,25.556,2023,British Grand Prix,10
ALO,50.0,91.999,SOFT,20.0,2.0,29.339,37.108,25.552,2023,British Grand Prix,10
ALO,51.0,91.93,SOFT,21.0,2.0,29.321,37.031,25.578,2023,British Grand Prix,10
ALO,52.0,91.711,SOFT,22.0,2.0,29.243,36.974,25.494,2023,British Grand Prix,10
LEC,2.0,93.994,MEDIUM,2.0,1.0,29.616,38.175,26.203,2023,British Grand Prix,10
LEC,3.0,92.934,MEDIUM,3.0,1.0,29.544,37.782,25.608,2023,British Grand Prix,10
LEC,4.0,92.961,MEDIUM,4.0,1.0,29.43,37.794,25.737,2023,British Grand Prix,10
LEC,5.0,94.409,MEDIUM,5.0,1.0,29.912,38.013,26.484,2023,British Grand Prix,10
LEC,6.0,93.761,MEDIUM,6.0,1.0,29.929,37.848,25.984,2023,British Grand Prix,10
LEC,7.0,93.403,MEDIUM,7.0,1.0,29.706,37.814,25.883,2023,British Grand Prix,10
LEC,8.0,93.244,MEDIUM,8.0,1.0,29.749,37.691,25.804,2023,British Grand Prix,10
LEC,9.0,93.087,MEDIUM,9.0,1.0,29.728,37.743,25.616,2023,British Grand Prix,10
LEC,10.0,93.167,MEDIUM,10.0,1.0,29.678,37.716,25.773,2023,British Grand Prix,10
LEC,11.0,93.048,MEDIUM,11.0,1.0,29.64,37.667,25.741,2023,British Grand Prix,10
LEC,12.0,93.621,MEDIUM,12.0,1.0,30.025,37.742,25.854,2023,British Grand Prix,10
LEC,13.0,93.214,MEDIUM,13.0,1.0,29.752,37.585,25.877,2023,British Grand Prix,10
LEC,14.0,93.523,MEDIUM,14.0,1.0,30.064,37.758,25.701,2023,British Grand Prix,10
LEC,15.0,93.542,MEDIUM,15.0,1.0,30.096,37.661,25.785,2023,British Grand Prix,10
LEC,16.0,93.248,MEDIUM,16.0,1.0,29.94,37.627,25.681,2023,British Grand Prix,10
LEC,17.0,93.151,MEDIUM,17.0,1.0,29.878,37.442,25.831,2023,British Grand Prix,10
LEC,18.0,92.475,MEDIUM,18.0,1.0,29.986,37.571,24.918,2023,British Grand Prix,10
LEC,20.0,92.87,HARD,2.0,2.0,29.675,37.503,25.692,2023,British Grand Prix,10
LEC,21.0,92.848,HARD,3.0,2.0,29.603,37.559,25.686,2023,British Grand Prix,10
LEC,22.0,93.035,HARD,4.0,2.0,29.891,37.45,25.694,2023,British Grand Prix,10
LEC,23.0,92.554,HARD,5.0,2.0,29.606,37.36,25.588,2023,British Grand Prix,10
LEC,24.0,92.731,HARD,6.0,2.0,29.724,37.445,25.562,2023,British Grand Prix,10
LEC,25.0,92.798,HARD,7.0,2.0,29.611,37.691,25.496,2023,British Grand Prix,10
LEC,26.0,92.794,HARD,8.0,2.0,29.64,37.532,25.622,2023,British Grand Prix,10
LEC,27.0,92.942,HARD,9.0,2.0,29.733,37.534,25.675,2023,British Grand Prix,10
LEC,28.0,92.814,HARD,10.0,2.0,29.702,37.47,25.642,2023,British Grand Prix,10
LEC,29.0,92.658,HARD,11.0,2.0,29.765,37.441,25.452,2023,British Grand Prix,10
LEC,30.0,92.464,HARD,12.0,2.0,29.742,37.338,25.384,2023,British Grand Prix,10
LEC,31.0,93.233,HARD,13.0,2.0,29.602,37.965,25.666,2023,British Grand Prix,10
LEC,32.0,96.215,HARD,14.0,2.0,29.569,37.256,29.39,2023,British Grand Prix,10
LEC,39.0,92.5,MEDIUM,7.0,3.0,29.082,37.662,25.756,2023,British Grand Prix,10
LEC,40.0,92.234,MEDIUM,8.0,3.0,29.238,37.407,25.589,2023,British Grand Prix,10
LEC,41.0,91.286,MEDIUM,9.0,3.0,28.968,37.178,25.14,2023,British Grand Prix,10
LEC,42.0,91.926,MEDIUM,10.0,3.0,29.13,37.573,25.223,2023,British Grand Prix,10
LEC,43.0,92.052,MEDIUM,11.0,3.0,29.019,37.142,25.891,2023,British Grand Prix,10
LEC,44.0,92.815,MEDIUM,12.0,3.0,29.468,37.794,25.553,2023,British Grand Prix,10
LEC,45.0,91.9,MEDIUM,13.0,3.0,29.278,37.013,25.609,2023,British Grand Prix,10
LEC,46.0,91.85,MEDIUM,14.0,3.0,29.173,37.172,25.505,2023,British Grand Prix,10
LEC,47.0,91.36,MEDIUM,15.0,3.0,29.224,36.928,25.208,2023,British Grand Prix,10
LEC,48.0,91.255,MEDIUM,16.0,3.0,28.991,37.084,25.18,2023,British Grand Prix,10
LEC,49.0,91.781,MEDIUM,17.0,3.0,29.058,37.249,25.474,2023,British Grand Prix,10
LEC,50.0,91.716,MEDIUM,18.0,3.0,29.128,37.233,25.355,2023,British Grand Prix,10
LEC,51.0,91.763,MEDIUM,19.0,3.0,29.111,37.23,25.422,2023,British Grand Prix,10
LEC,52.0,92.257,MEDIUM,20.0,3.0,28.928,37.709,25.62,2023,British Grand Prix,10
STR,2.0,95.093,MEDIUM,3.0,1.0,29.989,38.71,26.394,2023,British Grand Prix,10
STR,3.0,94.021,MEDIUM,4.0,1.0,29.49,38.405,26.126,2023,British Grand Prix,10
STR,4.0,93.799,MEDIUM,5.0,1.0,29.69,38.119,25.99,2023,British Grand Prix,10
STR,5.0,93.856,MEDIUM,6.0,1.0,29.532,38.206,26.118,2023,British Grand Prix,10
STR,6.0,94.189,MEDIUM,7.0,1.0,29.648,38.454,26.087,2023,British Grand Prix,10
STR,7.0,94.115,MEDIUM,8.0,1.0,29.588,38.446,26.081,2023,British Grand Prix,10
STR,8.0,93.872,MEDIUM,9.0,1.0,29.584,38.328,25.96,2023,British Grand Prix,10
STR,9.0,93.871,MEDIUM,10.0,1.0,29.582,38.366,25.923,2023,British Grand Prix,10
STR,10.0,94.007,MEDIUM,11.0,1.0,29.65,38.414,25.943,2023,British Grand Prix,10
STR,11.0,94.198,MEDIUM,12.0,1.0,29.855,38.189,26.154,2023,British Grand Prix,10
STR,12.0,94.766,MEDIUM,13.0,1.0,29.869,38.065,26.832,2023,British Grand Prix,10
STR,13.0,94.308,MEDIUM,14.0,1.0,29.781,38.365,26.162,2023,British Grand Prix,10
STR,14.0,94.213,MEDIUM,15.0,1.0,30.095,38.077,26.041,2023,British Grand Prix,10
STR,15.0,93.931,MEDIUM,16.0,1.0,30.071,37.94,25.92,2023,British Grand Prix,10
STR,16.0,93.798,MEDIUM,17.0,1.0,29.908,37.909,25.981,2023,British Grand Prix,10
STR,17.0,93.651,MEDIUM,18.0,1.0,29.906,37.762,25.983,2023,British Grand Prix,10
STR,18.0,93.294,MEDIUM,19.0,1.0,29.768,37.691,25.835,2023,British Grand Prix,10
STR,19.0,93.338,MEDIUM,20.0,1.0,29.87,37.746,25.722,2023,British Grand Prix,10
STR,20.0,93.489,MEDIUM,21.0,1.0,29.85,37.782,25.857,2023,British Grand Prix,10
STR,21.0,93.498,MEDIUM,22.0,1.0,29.828,37.784,25.886,2023,British Grand Prix,10
STR,22.0,93.431,MEDIUM,23.0,1.0,29.888,37.713,25.83,2023,British Grand Prix,10
STR,23.0,93.114,MEDIUM,24.0,1.0,29.763,37.631,25.72,2023,British Grand Prix,10
STR,24.0,93.391,MEDIUM,25.0,1.0,29.89,37.686,25.815,2023,British Grand Prix,10
STR,25.0,94.28,MEDIUM,26.0,1.0,29.885,37.653,26.742,2023,British Grand Prix,10
STR,26.0,93.557,MEDIUM,27.0,1.0,29.741,37.957,25.859,2023,British Grand Prix,10
STR,27.0,93.237,MEDIUM,28.0,1.0,29.839,37.701,25.697,2023,British Grand Prix,10
STR,28.0,93.26,MEDIUM,29.0,1.0,29.666,37.797,25.797,2023,British Grand Prix,10
STR,29.0,93.702,MEDIUM,30.0,1.0,29.929,38.039,25.734,2023,British Grand Prix,10
STR,30.0,94.014,MEDIUM,31.0,1.0,30.059,38.192,25.763,2023,British Grand Prix,10
STR,31.0,92.933,MEDIUM,32.0,1.0,29.911,37.913,25.109,2023,British Grand Prix,10
STR,39.0,92.306,SOFT,11.0,2.0,29.349,37.348,25.609,2023,British Grand Prix,10
STR,40.0,92.32,SOFT,12.0,2.0,29.443,37.333,25.544,2023,British Grand Prix,10
STR,41.0,91.707,SOFT,13.0,2.0,29.491,36.951,25.265,2023,British Grand Prix,10
STR,42.0,91.508,SOFT,14.0,2.0,29.197,37.138,25.173,2023,British Grand Prix,10
STR,43.0,91.803,SOFT,15.0,2.0,29.088,37.192,25.523,2023,British Grand Prix,10
STR,44.0,94.01,SOFT,16.0,2.0,29.39,38.844,25.776,2023,British Grand Prix,10
STR,45.0,93.008,SOFT,17.0,2.0,29.387,37.641,25.98,2023,British Grand Prix,10
STR,46.0,91.998,SOFT,18.0,2.0,29.398,37.18,25.42,2023,British Grand Prix,10
STR,47.0,91.768,SOFT,19.0,2.0,29.171,37.071,25.526,2023,British Grand Prix,10
STR,48.0,91.745,SOFT,20.0,2.0,29.195,37.051,25.499,2023,British Grand Prix,10
STR,49.0,91.86,SOFT,21.0,2.0,29.245,37.173,25.442,2023,British Grand Prix,10
STR,50.0,91.794,SOFT,22.0,2.0,29.135,37.079,25.58,2023,British Grand Prix,10
STR,51.0,91.691,SOFT,23.0,2.0,29.185,37.032,25.474,2023,British Grand Prix,10
STR,52.0,92.138,SOFT,24.0,2.0,29.156,37.199,25.783,2023,British Grand Prix,10
SAR,2.0,96.266,MEDIUM,2.0,1.0,30.851,39.046,26.369,2023,British Grand Prix,10
SAR,3.0,94.577,MEDIUM,3.0,1.0,29.712,39.014,25.851,2023,British Grand Prix,10
SAR,4.0,94.332,MEDIUM,4.0,1.0,29.681,38.655,25.996,2023,British Grand Prix,10
SAR,5.0,94.842,MEDIUM,5.0,1.0,29.529,39.276,26.037,2023,British Grand Prix,10
SAR,6.0,94.356,MEDIUM,6.0,1.0,29.765,38.805,25.786,2023,British Grand Prix,10
SAR,7.0,94.581,MEDIUM,7.0,1.0,29.881,38.415,26.285,2023,British Grand Prix,10
SAR,8.0,94.108,MEDIUM,8.0,1.0,29.809,38.279,26.02,2023,British Grand Prix,10
SAR,9.0,93.94,MEDIUM,9.0,1.0,29.604,38.27,26.066,2023,British Grand Prix,10
SAR,10.0,94.31,MEDIUM,10.0,1.0,29.699,38.34,26.271,2023,British Grand Prix,10
SAR,11.0,93.925,MEDIUM,11.0,1.0,29.523,38.37,26.032,2023,British Grand Prix,10
SAR,12.0,94.239,MEDIUM,12.0,1.0,29.847,38.385,26.007,2023,British Grand Prix,10
SAR,13.0,94.329,MEDIUM,13.0,1.0,29.778,38.356,26.195,2023,British Grand Prix,10
SAR,14.0,93.683,MEDIUM,14.0,1.0,29.967,37.861,25.855,2023,British Grand Prix,10
